image_id,image_file,x,y,density,Y_Target,Grid_ID,mask_keep
887,site5_27.png,384,512,0.0,0,887_384_512,False
2119,site14_164.png,384,384,0.0,0,2119_384_384,False
502,site3_549.png,384,256,0.20037841796875,1,502_384_256,True
4542,site16_484.png,256,384,0.6309814453125,2,4542_256_384,True
2365,site15_118.png,256,512,0.0,0,2365_256_512,False
2084,site14_126.png,256,0,1.0,2,2084_256_0,True
2517,site12_120.png,0,384,0.0,0,2517_0_384,False
3756,site11_494.png,0,384,0.0,0,3756_0_384,False
1605,site6_743.png,256,256,0.07373046875,1,1605_256_256,True
1666,site6_820.png,512,256,0.0,0,1666_512_256,False
2926,site8_147.png,128,384,0.02032470703125,0,2926_128_384,True
1546,site6_659.png,512,256,0.0,0,1546_512_256,False
1301,site6_336.png,128,256,0.09332275390625,1,1301_128_256,True
3140,site13_158.png,256,0,0.9168701171875,2,3140_256_0,True
3723,site11_460.png,0,384,0.0,0,3723_0_384,False
2519,site12_122.png,384,128,1.0,2,2519_384_128,True
1926,site9_31.png,256,256,0.635986328125,2,1926_256_256,True
293,site3_323.png,384,128,0.532470703125,2,293_384_128,True
2091,site14_133.png,512,0,0.5257568359375,2,2091_512_0,True
2632,site17_45.png,384,512,0.0,0,2632_384_512,False
3131,site13_148.png,256,512,0.74029541015625,2,3131_256_512,True
2355,site15_107.png,128,512,0.87762451171875,2,2355_128_512,True
1812,site6_1023.png,256,384,0.19091796875,1,1812_256_384,True
387,site3_422.png,256,384,0.0,0,387_256_384,False
3120,site13_136.png,512,384,1.0,2,3120_512_384,True
3289,site2_133.png,256,256,0.0,0,3289_256_256,False
3046,site13_46.png,256,0,1.0,2,3046_256_0,True
1309,site6_344.png,128,512,0.0,0,1309_128_512,False
914,site5_63.png,0,128,0.0,0,914_0_128,False
949,site5_104.png,128,384,0.0,0,949_128_384,False
1024,site5_187.png,256,384,0.3721923828125,1,1024_256_384,True
1931,site9_39.png,512,512,0.439208984375,2,1931_512_512,True
2914,site8_134.png,384,384,0.79949951171875,2,2914_384_384,True
2175,site14_226.png,512,0,0.48809814453125,2,2175_512_0,True
2830,site8_35.png,512,256,1.0,2,2830_512_256,True
2154,site14_203.png,384,0,0.0,0,2154_384_0,False
4637,site16_587.png,128,128,0.6336669921875,2,4637_128_128,True
2657,site17_74.png,384,128,1.0,2,2657_384_128,True
2334,site15_84.png,128,0,0.9725341796875,2,2334_128_0,True
1054,site5_221.png,256,128,0.0,0,1054_256_128,False
389,site3_424.png,512,128,0.0,0,389_512_128,False
1961,site9_81.png,0,256,0.0,0,1961_0_256,False
1083,site5_256.png,512,0,0.0,0,1083_512_0,False
3071,site13_76.png,0,0,0.08135986328125,1,3071_0_0,True
1525,site6_638.png,0,256,0.09259033203125,1,1525_0_256,True
3138,site13_156.png,256,512,0.89263916015625,2,3138_256_512,True
3071,site13_76.png,384,128,1.0,2,3071_384_128,True
548,site3_601.png,0,0,0.8660888671875,2,548_0_0,True
2514,site12_117.png,128,0,0.0,0,2514_128_0,False
2830,site8_35.png,384,256,0.40631103515625,2,2830_384_256,True
3627,site11_361.png,128,384,0.0,0,3627_128_384,False
2612,site17_21.png,512,0,1.0,2,2612_512_0,True
269,site3_298.png,128,256,0.7486572265625,2,269_128_256,True
739,site4_59.png,256,512,0.46484375,2,739_256_512,True
1042,site5_207.png,256,384,1.0,2,1042_256_384,True
1042,site5_207.png,512,512,1.0,2,1042_512_512,True
926,site5_79.png,512,384,0.9591064453125,2,926_512_384,True
4877,site16_877.png,0,256,0.0,0,4877_0_256,False
938,site5_93.png,256,0,0.0,0,938_256_0,False
984,site5_145.png,256,128,1.0,2,984_256_128,True
4703,site16_668.png,384,384,0.02081298828125,0,4703_384_384,True
1308,site6_343.png,256,384,0.99420166015625,2,1308_256_384,True
2354,site15_106.png,384,384,0.91015625,2,2354_384_384,True
3627,site11_361.png,384,0,0.0,0,3627_384_0,False
1520,site6_624.png,128,256,0.0,0,1520_128_256,False
2517,site12_120.png,128,0,0.0,0,2517_128_0,False
1002,site5_164.png,256,256,0.0,0,1002_256_256,False
524,site3_574.png,512,384,0.18499755859375,1,524_512_384,True
1605,site6_743.png,384,128,0.0,0,1605_384_128,False
2208,site14_265.png,256,256,0.00396728515625,0,2208_256_256,True
2657,site17_74.png,128,128,0.0,0,2657_128_128,False
2272,site14_356.png,512,384,0.0,0,2272_512_384,False
2218,site14_275.png,384,512,0.0,0,2218_384_512,False
609,site3_671.png,512,0,0.0,0,609_512_0,False
2630,site17_43.png,512,256,0.0,0,2630_512_256,False
2539,site12_143.png,128,256,0.0,0,2539_128_256,False
3724,site11_461.png,256,0,0.38916015625,1,3724_256_0,True
1524,site6_637.png,512,256,0.38134765625,1,1524_512_256,True
2436,site12_33.png,128,128,0.27081298828125,1,2436_128_128,True
2935,site8_157.png,512,128,0.42340087890625,2,2935_512_128,True
45,site3_56.png,128,512,0.04583740234375,0,45_128_512,True
2504,site12_106.png,384,512,1.0,2,2504_384_512,True
1931,site9_39.png,256,0,1.0,2,1931_256_0,True
387,site3_422.png,128,256,0.0,0,387_128_256,False
2611,site17_20.png,384,512,0.01092529296875,0,2611_384_512,True
1786,site6_985.png,384,0,1.0,2,1786_384_0,True
2403,site15_164.png,128,128,0.0,0,2403_128_128,False
2225,site14_286.png,512,256,0.09991455078125,1,2225_512_256,True
987,site5_148.png,512,512,0.0,0,987_512_512,False
775,site4_97.png,0,384,0.025390625,0,775_0_384,True
2143,site14_189.png,384,0,0.07952880859375,1,2143_384_0,True
1051,site5_218.png,0,384,0.0,0,1051_0_384,False
2446,site12_43.png,256,512,1.0,2,2446_256_512,True
2073,site14_112.png,0,384,0.0,0,2073_0_384,False
3028,site13_24.png,512,384,0.0,0,3028_512_384,False
2237,site14_298.png,512,0,0.0,0,2237_512_0,False
2439,site12_36.png,512,0,0.0,0,2439_512_0,False
2934,site8_156.png,128,384,1.0,2,2934_128_384,True
847,site4_174.png,128,256,0.0,0,847_128_256,False
2493,site12_94.png,0,512,1.0,2,2493_0_512,True
1586,site6_715.png,512,128,0.0,0,1586_512_128,False
3072,site13_77.png,128,0,0.041015625,0,3072_128_0,True
2154,site14_203.png,384,512,0.0,0,2154_384_512,False
3686,site11_422.png,384,0,0.0,0,3686_384_0,False
4637,site16_587.png,128,384,0.0494384765625,0,4637_128_384,True
3228,site2_63.png,128,384,0.04229736328125,0,3228_128_384,True
847,site4_174.png,512,0,0.0018310546875,0,847_512_0,True
519,site3_569.png,128,512,0.0,0,519_128_512,False
2057,site14_93.png,128,384,0.52288818359375,2,2057_128_384,True
270,site3_299.png,0,128,0.0147705078125,0,270_0_128,True
4722,site16_690.png,256,0,0.0,0,4722_256_0,False
3030,site13_26.png,0,256,0.0,0,3030_0_256,False
503,site3_550.png,128,128,0.0347900390625,0,503_128_128,True
832,site4_158.png,256,512,0.0,0,832_256_512,False
758,site4_79.png,256,384,0.992919921875,2,758_256_384,True
3163,site13_187.png,0,256,0.0,0,3163_0_256,False
2494,site12_95.png,128,512,0.0,0,2494_128_512,False
497,site3_544.png,0,0,0.0,0,497_0_0,False
2176,site14_227.png,128,0,0.2021484375,1,2176_128_0,True
2441,site12_38.png,256,256,0.484619140625,2,2441_256_256,True
2074,site14_113.png,128,0,0.4666748046875,2,2074_128_0,True
94,site3_112.png,384,512,0.5931396484375,2,94_384_512,True
3658,site11_393.png,0,384,0.44189453125,2,3658_0_384,True
1939,site9_50.png,512,512,1.0,2,1939_512_512,True
1083,site5_256.png,128,0,0.09442138671875,1,1083_128_0,True
1880,site6_1140.png,128,512,0.1055908203125,1,1880_128_512,True
2117,site14_162.png,0,128,0.0,0,2117_0_128,False
3051,site13_53.png,128,256,0.544921875,2,3051_128_256,True
2674,site7_6.png,128,256,0.4481201171875,2,2674_128_256,True
3140,site13_158.png,128,512,1.0,2,3140_128_512,True
3753,site11_491.png,128,128,0.0,0,3753_128_128,False
3690,site11_426.png,384,256,0.43475341796875,2,3690_384_256,True
952,site5_109.png,512,256,0.95123291015625,2,952_512_256,True
1923,site9_28.png,0,0,0.0,0,1923_0_0,False
1791,site6_990.png,0,0,1.0,2,1791_0_0,True
2033,site14_67.png,384,128,0.02960205078125,0,2033_384_128,True
1227,site6_231.png,384,512,0.38665771484375,1,1227_384_512,True
2498,site12_100.png,384,384,0.0,0,2498_384_384,False
2945,site8_168.png,128,512,0.87554931640625,2,2945_128_512,True
2486,site12_87.png,0,256,1.0,2,2486_0_256,True
2979,site8_206.png,128,0,0.3306884765625,1,2979_128_0,True
993,site5_154.png,0,512,1.0,2,993_0_512,True
1543,site6_656.png,128,384,0.0,0,1543_128_384,False
2478,site12_78.png,256,128,1.0,2,2478_256_128,True
1027,site5_190.png,256,512,1.0,2,1027_256_512,True
2479,site12_79.png,384,128,1.0,2,2479_384_128,True
3753,site11_491.png,0,384,0.0,0,3753_0_384,False
1205,site6_198.png,256,128,0.0,0,1205_256_128,False
3143,site13_163.png,256,256,0.5672607421875,2,3143_256_256,True
3164,site13_188.png,256,256,0.0,0,3164_256_256,False
2847,site8_57.png,256,128,0.0,0,2847_256_128,False
3141,site13_159.png,0,384,0.99365234375,2,3141_0_384,True
2234,site14_295.png,0,256,0.0,0,2234_0_256,False
3209,site2_37.png,384,512,0.06536865234375,1,3209_384_512,True
2730,site1_45.png,0,0,0.20172119140625,1,2730_0_0,True
2499,site12_101.png,384,512,0.457275390625,2,2499_384_512,True
3060,site13_64.png,0,384,0.5853271484375,2,3060_0_384,True
358,site3_391.png,128,128,0.0,0,358_128_128,False
2124,site14_169.png,0,256,0.0,0,2124_0_256,False
3690,site11_426.png,384,0,0.0,0,3690_384_0,False
2258,site14_335.png,256,256,0.0,0,2258_256_256,False
3231,site2_66.png,512,512,0.0,0,3231_512_512,False
3034,site13_32.png,384,384,0.22955322265625,1,3034_384_384,True
2521,site12_124.png,256,512,0.0,0,2521_256_512,False
4969,site16_1004.png,384,128,0.0,0,4969_384_128,False
2740,site1_56.png,512,0,0.0,0,2740_512_0,False
415,site3_453.png,384,0,0.0291748046875,0,415_384_0,True
3026,site13_17.png,384,128,0.10528564453125,1,3026_384_128,True
4769,site16_746.png,384,256,0.0,0,4769_384_256,False
3022,site13_6.png,512,128,0.0,0,3022_512_128,False
3096,site13_107.png,512,0,0.0,0,3096_512_0,False
1229,site6_233.png,0,256,0.0,0,1229_0_256,False
4726,site16_694.png,384,256,0.0,0,4726_384_256,False
3157,site13_179.png,512,0,0.0,0,3157_512_0,False
3719,site11_456.png,384,128,0.0,0,3719_384_128,False
839,site4_166.png,256,384,0.0,0,839_256_384,False
2486,site12_87.png,256,0,1.0,2,2486_256_0,True
923,site5_76.png,384,0,0.0,0,923_384_0,False
1728,site6_899.png,512,384,0.0,0,1728_512_384,False
3163,site13_187.png,512,512,0.0,0,3163_512_512,False
3726,site11_463.png,256,384,0.0,0,3726_256_384,False
1762,site6_951.png,0,0,1.0,2,1762_0_0,True
1786,site6_985.png,256,128,1.0,2,1786_256_128,True
1299,site6_334.png,512,128,0.57904052734375,2,1299_512_128,True
1931,site9_39.png,256,256,0.0,0,1931_256_256,False
270,site3_299.png,128,128,0.0,0,270_128_128,False
760,site4_81.png,0,256,0.0,0,760_0_256,False
887,site5_27.png,0,512,0.1219482421875,1,887_0_512,True
263,site3_292.png,384,128,0.0,0,263_384_128,False
2486,site12_87.png,128,512,1.0,2,2486_128_512,True
2564,site12_170.png,256,512,1.0,2,2564_256_512,True
528,site3_578.png,512,512,0.0,0,528_512_512,False
2204,site14_258.png,128,384,0.0,0,2204_128_384,False
558,site3_611.png,0,256,0.025390625,0,558_0_256,True
2620,site17_31.png,512,256,0.2054443359375,1,2620_512_256,True
1939,site9_50.png,512,256,1.0,2,1939_512_256,True
3161,site13_185.png,0,384,0.0,0,3161_0_384,False
2144,site14_190.png,384,512,0.0,0,2144_384_512,False
2092,site14_134.png,128,128,0.0,0,2092_128_128,False
2087,site14_129.png,384,384,0.0,0,2087_384_384,False
2935,site8_157.png,128,384,0.5947265625,2,2935_128_384,True
1215,site6_208.png,256,256,0.0,0,1215_256_256,False
3787,site11_526.png,128,256,0.0,0,3787_128_256,False
978,site5_137.png,384,512,0.99530029296875,2,978_384_512,True
850,site4_177.png,384,128,0.0,0,850_384_128,False
928,site5_81.png,512,512,0.0,0,928_512_512,False
2366,site15_119.png,0,0,0.1378173828125,1,2366_0_0,True
832,site4_158.png,128,0,0.0,0,832_128_0,False
997,site5_158.png,384,512,0.828125,2,997_384_512,True
3790,site11_529.png,256,256,0.0,0,3790_256_256,False
2672,site7_3.png,0,256,0.0,0,2672_0_256,False
1736,site6_915.png,512,0,0.0,0,1736_512_0,False
2499,site12_101.png,128,256,0.10272216796875,1,2499_128_256,True
4748,site16_720.png,256,384,0.0,0,4748_256_384,False
389,site3_424.png,384,256,0.0,0,389_384_256,False
2342,site15_93.png,256,512,0.0,0,2342_256_512,False
2371,site15_126.png,512,0,0.95758056640625,2,2371_512_0,True
2441,site12_38.png,384,384,0.0029296875,0,2441_384_384,True
2945,site8_168.png,128,0,0.0,0,2945_128_0,False
3104,site13_117.png,384,384,0.9951171875,2,3104_384_384,True
3721,site11_458.png,0,256,0.0,0,3721_0_256,False
949,site5_104.png,0,128,0.0,0,949_0_128,False
3263,site2_104.png,384,512,0.0,0,3263_384_512,False
3165,site13_189.png,0,128,0.0,0,3165_0_128,False
2521,site12_124.png,512,256,1.0,2,2521_512_256,True
2578,site12_186.png,512,0,1.0,2,2578_512_0,True
4469,site16_407.png,256,128,0.06439208984375,1,4469_256_128,True
2478,site12_78.png,384,512,1.0,2,2478_384_512,True
123,site3_144.png,0,512,0.0,0,123_0_512,False
3289,site2_133.png,256,128,0.0,0,3289_256_128,False
4769,site16_746.png,384,512,0.01605224609375,0,4769_384_512,True
1189,site6_171.png,0,512,0.0,0,1189_0_512,False
3288,site2_132.png,0,384,0.16229248046875,1,3288_0_384,True
2036,site14_70.png,512,384,0.0,0,2036_512_384,False
584,site3_642.png,128,256,0.0,0,584_128_256,False
3045,site13_45.png,128,256,0.45989990234375,2,3045_128_256,True
2163,site14_212.png,0,384,0.08258056640625,1,2163_0_384,True
4542,site16_484.png,0,384,0.0,0,4542_0_384,False
3723,site11_460.png,128,128,0.0,0,3723_128_128,False
3105,site13_118.png,0,512,0.8250732421875,2,3105_0_512,True
4748,site16_720.png,0,128,0.59283447265625,2,4748_0_128,True
3059,site13_63.png,384,128,0.00408935546875,0,3059_384_128,True
3692,site11_428.png,512,0,0.0,0,3692_512_0,False
2190,site14_244.png,0,512,0.0,0,2190_0_512,False
329,site3_361.png,128,512,0.0,0,329_128_512,False
1075,site5_244.png,512,128,0.0,0,1075_512_128,False
2613,site17_22.png,256,384,0.0,0,2613_256_384,False
522,site3_572.png,256,256,0.0,0,522_256_256,False
3083,site13_92.png,0,512,0.72021484375,2,3083_0_512,True
1003,site5_165.png,384,256,0.1844482421875,1,1003_384_256,True
2629,site17_42.png,128,0,0.5972900390625,2,2629_128_0,True
2447,site12_44.png,0,128,0.75439453125,2,2447_0_128,True
3083,site13_92.png,256,128,1.0,2,3083_256_128,True
2563,site12_169.png,0,256,0.0,0,2563_0_256,False
1067,site5_236.png,0,512,0.0,0,1067_0_512,False
4543,site16_485.png,0,256,0.060546875,1,4543_0_256,True
1032,site5_195.png,256,128,1.0,2,1032_256_128,True
532,site3_582.png,0,384,0.0,0,532_0_384,False
94,site3_112.png,0,0,0.0,0,94_0_0,False
1024,site5_187.png,512,128,0.0,0,1024_512_128,False
2689,site10_28.png,512,128,0.0,0,2689_512_128,False
1932,site9_40.png,256,128,0.0,0,1932_256_128,False
2159,site14_208.png,512,256,0.0,0,2159_512_256,False
1778,site6_967.png,128,0,0.0,0,1778_128_0,False
2140,site14_186.png,0,128,0.78900146484375,2,2140_0_128,True
2729,site1_44.png,384,0,0.0,0,2729_384_0,False
181,site3_206.png,256,128,0.0,0,181_256_128,False
549,site3_602.png,256,256,0.0,0,549_256_256,False
386,site3_421.png,0,384,0.0,0,386_0_384,False
2831,site8_36.png,0,512,1.0,2,2831_0_512,True
1598,site6_727.png,0,384,0.217041015625,1,1598_0_384,True
3060,site13_64.png,384,256,0.862060546875,2,3060_384_256,True
3042,site13_42.png,384,0,0.7288818359375,2,3042_384_0,True
1031,site5_194.png,256,0,0.0,0,1031_256_0,False
4750,site16_722.png,384,0,0.0,0,4750_384_0,False
319,site3_351.png,512,384,0.12664794921875,1,319_512_384,True
2233,site14_294.png,256,512,0.30487060546875,1,2233_256_512,True
2723,site1_37.png,128,256,0.0,0,2723_128_256,False
990,site5_151.png,0,128,0.091552734375,1,990_0_128,True
2445,site12_42.png,256,256,1.0,2,2445_256_256,True
497,site3_544.png,256,384,0.0,0,497_256_384,False
3657,site11_392.png,128,256,0.0,0,3657_128_256,False
3006,site8_236.png,128,128,0.0,0,3006_128_128,False
2341,site15_92.png,384,128,0.90179443359375,2,2341_384_128,True
1940,site9_51.png,0,0,0.96844482421875,2,1940_0_0,True
3241,site2_78.png,512,128,0.472412109375,2,3241_512_128,True
1949,site9_63.png,128,128,1.0,2,1949_128_128,True
3059,site13_63.png,256,512,0.91400146484375,2,3059_256_512,True
1917,site9_18.png,512,512,0.7030029296875,2,1917_512_512,True
1923,site9_28.png,128,0,0.43414306640625,2,1923_128_0,True
1026,site5_189.png,128,0,1.0,2,1026_128_0,True
2157,site14_206.png,128,128,0.55340576171875,2,2157_128_128,True
502,site3_549.png,512,256,0.0,0,502_512_256,False
1129,site6_84.png,0,256,0.0,0,1129_0_256,False
2237,site14_298.png,384,256,0.0,0,2237_384_256,False
1932,site9_40.png,0,512,0.49664306640625,2,1932_0_512,True
2471,site12_71.png,128,0,1.0,2,2471_128_0,True
2154,site14_203.png,384,256,0.4224853515625,2,2154_384_256,True
2726,site1_41.png,512,0,0.0,0,2726_512_0,False
1084,site5_257.png,0,512,0.0,0,1084_0_512,False
1791,site6_990.png,128,0,1.0,2,1791_128_0,True
3052,site13_54.png,0,256,0.0,0,3052_0_256,False
408,site3_446.png,0,384,0.3687744140625,1,408_0_384,True
3141,site13_159.png,0,0,0.4117431640625,2,3141_0_0,True
3166,site13_192.png,128,128,0.63262939453125,2,3166_128_128,True
2726,site1_41.png,256,256,0.22186279296875,1,2726_256_256,True
522,site3_572.png,512,128,0.0,0,522_512_128,False
293,site3_323.png,512,128,0.23626708984375,1,293_512_128,True
833,site4_159.png,128,128,0.0,0,833_128_128,False
1228,site6_232.png,384,384,0.93328857421875,2,1228_384_384,True
3083,site13_92.png,128,128,1.0,2,3083_128_128,True
557,site3_610.png,384,0,0.29931640625,1,557_384_0,True
1597,site6_726.png,384,0,0.84576416015625,2,1597_384_0,True
3102,site13_115.png,256,384,0.0,0,3102_256_384,False
4728,site16_696.png,128,512,0.0,0,4728_128_512,False
3209,site2_37.png,128,384,0.56878662109375,2,3209_128_384,True
3163,site13_187.png,256,256,0.04266357421875,0,3163_256_256,True
1941,site9_52.png,512,128,1.0,2,1941_512_128,True
2234,site14_295.png,512,512,0.1080322265625,1,2234_512_512,True
3086,site13_95.png,0,384,1.0,2,3086_0_384,True
2163,site14_212.png,0,0,0.0123291015625,0,2163_0_0,True
2764,site1_84.png,384,384,0.19073486328125,1,2764_384_384,True
1737,site6_916.png,128,384,0.02764892578125,0,1737_128_384,True
2436,site12_33.png,0,0,0.604736328125,2,2436_0_0,True
2374,site15_129.png,0,128,1.0,2,2374_0_128,True
386,site3_421.png,128,512,0.0,0,386_128_512,False
1779,site6_968.png,256,256,0.0,0,1779_256_256,False
2365,site15_118.png,128,0,0.98431396484375,2,2365_128_0,True
938,site5_93.png,256,256,0.0,0,938_256_256,False
1026,site5_189.png,256,512,1.0,2,1026_256_512,True
900,site5_45.png,256,256,0.114013671875,1,900_256_256,True
2718,site1_32.png,256,128,0.0,0,2718_256_128,False
4875,site16_875.png,256,256,0.0,0,4875_256_256,False
2421,site12_17.png,0,0,0.0,0,2421_0_0,False
2831,site8_36.png,384,512,1.0,2,2831_384_512,True
2470,site12_70.png,256,512,0.36395263671875,1,2470_256_512,True
2970,site8_196.png,0,512,0.28192138671875,1,2970_0_512,True
756,site4_77.png,512,128,1.0,2,756_512_128,True
2117,site14_162.png,256,128,0.4638671875,2,2117_256_128,True
3131,site13_148.png,384,384,0.92578125,2,3131_384_384,True
3229,site2_64.png,128,0,0.0,0,3229_128_0,False
891,site5_31.png,512,128,0.0,0,891_512_128,False
1044,site5_209.png,256,256,1.0,2,1044_256_256,True
2220,site14_277.png,0,128,0.16424560546875,1,2220_0_128,True
3113,site13_128.png,128,384,0.9476318359375,2,3113_128_384,True
1075,site5_244.png,128,384,0.0,0,1075_128_384,False
760,site4_81.png,128,384,0.0,0,760_128_384,False
2083,site14_125.png,0,128,0.72222900390625,2,2083_0_128,True
2105,site14_149.png,384,384,0.2469482421875,1,2105_384_384,True
2524,site12_127.png,384,0,0.14697265625,1,2524_384_0,True
2354,site15_106.png,384,0,0.0,0,2354_384_0,False
4493,site16_433.png,384,128,0.0,0,4493_384_128,False
497,site3_544.png,128,0,0.0,0,497_128_0,False
941,site5_96.png,384,384,0.0,0,941_384_384,False
2935,site8_157.png,0,384,1.0,2,2935_0_384,True
949,site5_104.png,512,256,0.0,0,949_512_256,False
2365,site15_118.png,512,128,1.0,2,2365_512_128,True
2099,site14_143.png,256,0,0.0,0,2099_256_0,False
1954,site9_71.png,384,0,1.0,2,1954_384_0,True
3104,site13_117.png,0,256,0.678466796875,2,3104_0_256,True
1037,site5_202.png,384,128,0.0,0,1037_384_128,False
2437,site12_34.png,384,0,0.3515625,1,2437_384_0,True
1956,site9_73.png,128,0,0.7589111328125,2,1956_128_0,True
928,site5_81.png,512,128,0.0,0,928_512_128,False
2059,site14_95.png,0,256,0.0,0,2059_0_256,False
2336,site15_86.png,512,256,0.0,0,2336_512_256,False
4703,site16_668.png,512,0,0.0,0,4703_512_0,False
3135,site13_153.png,128,128,0.0047607421875,0,3135_128_128,True
4377,site16_304.png,128,512,0.0,0,4377_128_512,False
2445,site12_42.png,0,256,0.891357421875,2,2445_0_256,True
3103,site13_116.png,384,384,0.0,0,3103_384_384,False
2602,site17_9.png,128,256,1.0,2,2602_128_256,True
3240,site2_77.png,0,256,0.0,0,3240_0_256,False
3263,site2_104.png,128,128,0.0,0,3263_128_128,False
473,site3_517.png,512,256,0.0,0,473_512_256,False
1760,site6_949.png,512,0,1.0,2,1760_512_0,True
1036,site5_201.png,128,128,0.4661865234375,2,1036_128_128,True
2830,site8_35.png,128,512,0.0,0,2830_128_512,False
408,site3_446.png,384,0,0.0,0,408_384_0,False
1096,site5_277.png,384,128,0.75555419921875,2,1096_384_128,True
2476,site12_76.png,384,128,0.0,0,2476_384_128,False
3118,site13_134.png,128,512,0.1064453125,1,3118_128_512,True
849,site4_176.png,0,0,0.0,0,849_0_0,False
2186,site14_237.png,0,512,0.0,0,2186_0_512,False
1880,site6_1140.png,512,0,0.0,0,1880_512_0,False
3051,site13_53.png,0,128,0.44769287109375,2,3051_0_128,True
2374,site15_129.png,384,512,0.853515625,2,2374_384_512,True
524,site3_574.png,0,256,0.0,0,524_0_256,False
2442,site12_39.png,512,384,1.0,2,2442_512_384,True
1027,site5_190.png,128,128,1.0,2,1027_128_128,True
3252,site2_91.png,512,512,0.0,0,3252_512_512,False
1788,site6_987.png,128,0,1.0,2,1788_128_0,True
2615,site17_24.png,256,384,0.0,0,2615_256_384,False
968,site5_127.png,384,384,1.0,2,968_384_384,True
2092,site14_134.png,384,512,0.0,0,2092_384_512,False
2915,site8_135.png,0,512,0.0,0,2915_0_512,False
2179,site14_230.png,0,0,0.0,0,2179_0_0,False
2086,site14_128.png,0,128,0.039794921875,0,2086_0_128,True
4591,site16_537.png,512,384,0.0,0,4591_512_384,False
3174,site13_202.png,256,512,0.0,0,3174_256_512,False
3105,site13_118.png,128,256,0.5965576171875,2,3105_128_256,True
2176,site14_227.png,0,0,0.16680908203125,1,2176_0_0,True
3071,site13_76.png,256,0,1.0,2,3071_256_0,True
1309,site6_344.png,384,512,0.0,0,1309_384_512,False
350,site3_383.png,256,384,0.045654296875,0,350_256_384,True
941,site5_96.png,512,384,0.0,0,941_512_384,False
4638,site16_588.png,512,128,0.0718994140625,1,4638_512_128,True
2620,site17_31.png,256,256,0.6605224609375,2,2620_256_256,True
792,site4_115.png,384,384,0.0,0,792_384_384,False
2612,site17_21.png,256,128,0.99871826171875,2,2612_256_128,True
2934,site8_156.png,384,256,1.0,2,2934_384_256,True
3657,site11_392.png,256,0,0.82159423828125,2,3657_256_0,True
2174,site14_225.png,128,512,0.0,0,2174_128_512,False
2504,site12_106.png,0,384,0.0,0,2504_0_384,False
549,site3_602.png,128,512,0.0,0,549_128_512,False
1073,site5_242.png,128,384,0.0,0,1073_128_384,False
1042,site5_207.png,128,128,1.0,2,1042_128_128,True
2926,site8_147.png,128,512,0.0,0,2926_128_512,False
2057,site14_93.png,128,256,0.0,0,2057_128_256,False
987,site5_148.png,128,384,0.0,0,987_128_384,False
3719,site11_456.png,0,0,0.0,0,3719_0_0,False
2219,site14_276.png,128,128,0.0,0,2219_128_128,False
521,site3_571.png,256,256,0.0,0,521_256_256,False
2463,site12_61.png,512,0,0.63922119140625,2,2463_512_0,True
