Grid_ID,image_file,Y_Target
site3_299.png_X256_Y256,site3_299.png,1
site3_320.png_X0_Y0,site3_320.png,0
site3_320.png_X256_Y0,site3_320.png,1
site3_320.png_X0_Y256,site3_320.png,0
site3_320.png_X256_Y256,site3_320.png,1
site3_321.png_X0_Y0,site3_321.png,0
site3_321.png_X256_Y0,site3_321.png,1
site3_321.png_X0_Y256,site3_321.png,0
site3_321.png_X256_Y256,site3_321.png,0
site3_322.png_X0_Y0,site3_322.png,1
site3_322.png_X256_Y0,site3_322.png,0
site3_322.png_X0_Y256,site3_322.png,1
site3_322.png_X256_Y256,site3_322.png,1
site3_323.png_X0_Y0,site3_323.png,2
site3_323.png_X256_Y0,site3_323.png,2
site3_323.png_X0_Y256,site3_323.png,1
site3_323.png_X256_Y256,site3_323.png,1
site3_324.png_X0_Y0,site3_324.png,0
site3_324.png_X256_Y0,site3_324.png,0
site3_324.png_X0_Y256,site3_324.png,1
site3_324.png_X256_Y256,site3_324.png,1
site3_325.png_X0_Y0,site3_325.png,0
site3_325.png_X256_Y0,site3_325.png,1
site3_325.png_X0_Y256,site3_325.png,0
site3_325.png_X256_Y256,site3_325.png,0
site3_326.png_X0_Y0,site3_326.png,0
site3_326.png_X256_Y0,site3_326.png,0
site3_326.png_X0_Y256,site3_326.png,0
site3_326.png_X256_Y256,site3_326.png,1
site3_328.png_X0_Y0,site3_328.png,0
site3_328.png_X256_Y0,site3_328.png,0
site3_328.png_X0_Y256,site3_328.png,0
site3_328.png_X256_Y256,site3_328.png,1
site3_330.png_X0_Y0,site3_330.png,0
site3_330.png_X256_Y0,site3_330.png,1
site3_330.png_X0_Y256,site3_330.png,0
site3_330.png_X256_Y256,site3_330.png,0
site3_351.png_X0_Y0,site3_351.png,0
site3_351.png_X256_Y0,site3_351.png,0
site3_351.png_X0_Y256,site3_351.png,0
site3_351.png_X256_Y256,site3_351.png,1
site3_352.png_X0_Y0,site3_352.png,1
site3_352.png_X256_Y0,site3_352.png,1
site3_352.png_X0_Y256,site3_352.png,1
site3_352.png_X256_Y256,site3_352.png,2
site3_353.png_X0_Y0,site3_353.png,1
site3_353.png_X256_Y0,site3_353.png,1
site3_353.png_X0_Y256,site3_353.png,1
site3_353.png_X256_Y256,site3_353.png,1
site3_354.png_X0_Y0,site3_354.png,0
site3_354.png_X256_Y0,site3_354.png,1
site3_354.png_X0_Y256,site3_354.png,0
site3_354.png_X256_Y256,site3_354.png,0
site3_358.png_X0_Y0,site3_358.png,0
site3_358.png_X256_Y0,site3_358.png,0
site3_358.png_X0_Y256,site3_358.png,0
site3_358.png_X256_Y256,site3_358.png,0
site3_359.png_X0_Y0,site3_359.png,1
site3_359.png_X256_Y0,site3_359.png,0
site3_359.png_X0_Y256,site3_359.png,0
site3_359.png_X256_Y256,site3_359.png,0
site3_360.png_X0_Y0,site3_360.png,0
site3_360.png_X256_Y0,site3_360.png,0
site3_360.png_X0_Y256,site3_360.png,0
site3_360.png_X256_Y256,site3_360.png,0
site3_361.png_X0_Y0,site3_361.png,1
site3_361.png_X256_Y0,site3_361.png,1
site3_361.png_X0_Y256,site3_361.png,1
site3_361.png_X256_Y256,site3_361.png,2
site3_383.png_X0_Y0,site3_383.png,0
site3_383.png_X256_Y0,site3_383.png,0
site3_383.png_X0_Y256,site3_383.png,0
site3_383.png_X256_Y256,site3_383.png,1
site3_384.png_X0_Y0,site3_384.png,1
site3_384.png_X256_Y0,site3_384.png,0
site3_384.png_X0_Y256,site3_384.png,1
site3_384.png_X256_Y256,site3_384.png,0
site3_385.png_X0_Y0,site3_385.png,0
site3_385.png_X256_Y0,site3_385.png,0
site3_385.png_X0_Y256,site3_385.png,0
site3_385.png_X256_Y256,site3_385.png,0
site3_390.png_X0_Y0,site3_390.png,0
site3_390.png_X256_Y0,site3_390.png,0
site3_390.png_X0_Y256,site3_390.png,0
site3_390.png_X256_Y256,site3_390.png,0
site3_391.png_X0_Y0,site3_391.png,0
site3_391.png_X256_Y0,site3_391.png,0
site3_391.png_X0_Y256,site3_391.png,1
site3_391.png_X256_Y256,site3_391.png,1
site3_392.png_X0_Y0,site3_392.png,0
site3_392.png_X256_Y0,site3_392.png,1
site3_392.png_X0_Y256,site3_392.png,0
site3_392.png_X256_Y256,site3_392.png,0
site3_393.png_X0_Y0,site3_393.png,1
site3_393.png_X256_Y0,site3_393.png,0
site3_393.png_X0_Y256,site3_393.png,1
site3_393.png_X256_Y256,site3_393.png,1
site3_415.png_X0_Y0,site3_415.png,0
site3_415.png_X256_Y0,site3_415.png,0
site3_415.png_X0_Y256,site3_415.png,0
site3_415.png_X256_Y256,site3_415.png,0
site3_416.png_X0_Y0,site3_416.png,2
site3_416.png_X256_Y0,site3_416.png,1
site3_416.png_X0_Y256,site3_416.png,1
site3_416.png_X256_Y256,site3_416.png,1
site3_421.png_X0_Y0,site3_421.png,0
site3_421.png_X256_Y0,site3_421.png,0
site3_421.png_X0_Y256,site3_421.png,0
site3_421.png_X256_Y256,site3_421.png,0
site3_422.png_X0_Y0,site3_422.png,0
site3_422.png_X256_Y0,site3_422.png,1
site3_422.png_X0_Y256,site3_422.png,0
site3_422.png_X256_Y256,site3_422.png,0
site3_423.png_X0_Y0,site3_423.png,0
site3_423.png_X256_Y0,site3_423.png,0
site3_423.png_X0_Y256,site3_423.png,0
site3_423.png_X256_Y256,site3_423.png,1
site3_424.png_X0_Y0,site3_424.png,1
site3_424.png_X256_Y0,site3_424.png,0
site3_424.png_X0_Y256,site3_424.png,0
site3_424.png_X256_Y256,site3_424.png,0
site3_445.png_X0_Y0,site3_445.png,0
site3_445.png_X256_Y0,site3_445.png,0
site3_445.png_X0_Y256,site3_445.png,0
site3_445.png_X256_Y256,site3_445.png,0
site3_446.png_X0_Y0,site3_446.png,1
site3_446.png_X256_Y0,site3_446.png,0
site3_446.png_X0_Y256,site3_446.png,2
site3_446.png_X256_Y256,site3_446.png,0
site3_447.png_X0_Y0,site3_447.png,1
site3_447.png_X256_Y0,site3_447.png,1
site3_447.png_X0_Y256,site3_447.png,1
site3_447.png_X256_Y256,site3_447.png,1
site3_453.png_X0_Y0,site3_453.png,0
site3_453.png_X256_Y0,site3_453.png,0
site3_453.png_X0_Y256,site3_453.png,0
site3_453.png_X256_Y256,site3_453.png,0
site3_454.png_X0_Y0,site3_454.png,0
site3_454.png_X256_Y0,site3_454.png,0
site3_454.png_X0_Y256,site3_454.png,0
site3_454.png_X256_Y256,site3_454.png,1
site3_478.png_X0_Y0,site3_478.png,1
site3_478.png_X256_Y0,site3_478.png,1
site3_478.png_X0_Y256,site3_478.png,0
site3_478.png_X256_Y256,site3_478.png,2
site3_484.png_X0_Y0,site3_484.png,0
site3_484.png_X256_Y0,site3_484.png,0
site3_484.png_X0_Y256,site3_484.png,0
site3_484.png_X256_Y256,site3_484.png,0
site3_486.png_X0_Y0,site3_486.png,0
site3_486.png_X256_Y0,site3_486.png,0
site3_486.png_X0_Y256,site3_486.png,0
site3_486.png_X256_Y256,site3_486.png,0
site3_508.png_X0_Y0,site3_508.png,0
site3_508.png_X256_Y0,site3_508.png,0
site3_508.png_X0_Y256,site3_508.png,1
site3_508.png_X256_Y256,site3_508.png,1
site3_509.png_X0_Y0,site3_509.png,1
site3_509.png_X256_Y0,site3_509.png,1
site3_509.png_X0_Y256,site3_509.png,0
site3_509.png_X256_Y256,site3_509.png,1
site3_515.png_X0_Y0,site3_515.png,0
site3_515.png_X256_Y0,site3_515.png,0
site3_515.png_X0_Y256,site3_515.png,0
site3_515.png_X256_Y256,site3_515.png,0
site3_516.png_X0_Y0,site3_516.png,0
site3_516.png_X256_Y0,site3_516.png,0
site3_516.png_X0_Y256,site3_516.png,1
site3_516.png_X256_Y256,site3_516.png,0
site3_517.png_X0_Y0,site3_517.png,0
site3_517.png_X256_Y0,site3_517.png,1
site3_517.png_X0_Y256,site3_517.png,0
site3_517.png_X256_Y256,site3_517.png,1
site3_519.png_X0_Y0,site3_519.png,0
site3_519.png_X256_Y0,site3_519.png,0
site3_519.png_X0_Y256,site3_519.png,0
site3_519.png_X256_Y256,site3_519.png,1
site3_539.png_X0_Y0,site3_539.png,0
site3_539.png_X256_Y0,site3_539.png,1
site3_539.png_X0_Y256,site3_539.png,0
site3_539.png_X256_Y256,site3_539.png,2
site3_540.png_X0_Y0,site3_540.png,1
site3_540.png_X256_Y0,site3_540.png,1
site3_540.png_X0_Y256,site3_540.png,1
site3_540.png_X256_Y256,site3_540.png,0
site3_544.png_X0_Y0,site3_544.png,0
site3_544.png_X256_Y0,site3_544.png,0
site3_544.png_X0_Y256,site3_544.png,0
site3_544.png_X256_Y256,site3_544.png,0
site3_545.png_X0_Y0,site3_545.png,0
site3_545.png_X256_Y0,site3_545.png,0
site3_545.png_X0_Y256,site3_545.png,0
site3_545.png_X256_Y256,site3_545.png,0
site3_546.png_X0_Y0,site3_546.png,1
site3_546.png_X256_Y0,site3_546.png,0
site3_546.png_X0_Y256,site3_546.png,1
site3_546.png_X256_Y256,site3_546.png,0
site3_549.png_X0_Y0,site3_549.png,0
site3_549.png_X256_Y0,site3_549.png,0
site3_549.png_X0_Y256,site3_549.png,0
site3_549.png_X256_Y256,site3_549.png,1
site3_550.png_X0_Y0,site3_550.png,0
site3_550.png_X256_Y0,site3_550.png,0
site3_550.png_X0_Y256,site3_550.png,0
site3_550.png_X256_Y256,site3_550.png,0
site3_551.png_X0_Y0,site3_551.png,0
site3_551.png_X256_Y0,site3_551.png,0
site3_551.png_X0_Y256,site3_551.png,0
site3_551.png_X256_Y256,site3_551.png,0
site3_569.png_X0_Y0,site3_569.png,0
site3_569.png_X256_Y0,site3_569.png,0
site3_569.png_X0_Y256,site3_569.png,0
site3_569.png_X256_Y256,site3_569.png,0
site3_570.png_X0_Y0,site3_570.png,0
site3_570.png_X256_Y0,site3_570.png,0
site3_570.png_X0_Y256,site3_570.png,0
site3_570.png_X256_Y256,site3_570.png,0
site3_571.png_X0_Y0,site3_571.png,0
site3_571.png_X256_Y0,site3_571.png,0
site3_571.png_X0_Y256,site3_571.png,1
site3_571.png_X256_Y256,site3_571.png,0
site3_572.png_X0_Y0,site3_572.png,0
site3_572.png_X256_Y0,site3_572.png,0
site3_572.png_X0_Y256,site3_572.png,0
site3_572.png_X256_Y256,site3_572.png,1
site3_574.png_X0_Y0,site3_574.png,0
site3_574.png_X256_Y0,site3_574.png,0
site3_574.png_X0_Y256,site3_574.png,0
site3_574.png_X256_Y256,site3_574.png,0
site3_575.png_X0_Y0,site3_575.png,1
site3_575.png_X256_Y0,site3_575.png,0
site3_575.png_X0_Y256,site3_575.png,1
site3_575.png_X256_Y256,site3_575.png,1
site3_576.png_X0_Y0,site3_576.png,0
site3_576.png_X256_Y0,site3_576.png,1
site3_576.png_X0_Y256,site3_576.png,0
site3_576.png_X256_Y256,site3_576.png,0
site3_577.png_X0_Y0,site3_577.png,0
site3_577.png_X256_Y0,site3_577.png,0
site3_577.png_X0_Y256,site3_577.png,0
site3_577.png_X256_Y256,site3_577.png,1
site3_578.png_X0_Y0,site3_578.png,0
site3_578.png_X256_Y0,site3_578.png,1
site3_578.png_X0_Y256,site3_578.png,1
site3_578.png_X256_Y256,site3_578.png,1
site3_579.png_X0_Y0,site3_579.png,1
site3_579.png_X256_Y0,site3_579.png,0
site3_579.png_X0_Y256,site3_579.png,1
site3_579.png_X256_Y256,site3_579.png,1
site3_582.png_X0_Y0,site3_582.png,0
site3_582.png_X256_Y0,site3_582.png,0
site3_582.png_X0_Y256,site3_582.png,0
site3_582.png_X256_Y256,site3_582.png,0
site3_583.png_X0_Y0,site3_583.png,0
site3_583.png_X256_Y0,site3_583.png,0
site3_583.png_X0_Y256,site3_583.png,0
site3_583.png_X256_Y256,site3_583.png,0
site3_600.png_X0_Y0,site3_600.png,0
site3_600.png_X256_Y0,site3_600.png,0
site3_600.png_X0_Y256,site3_600.png,0
site3_600.png_X256_Y256,site3_600.png,1
site3_601.png_X0_Y0,site3_601.png,1
site3_601.png_X256_Y0,site3_601.png,1
site3_601.png_X0_Y256,site3_601.png,1
site3_601.png_X256_Y256,site3_601.png,0
site3_602.png_X0_Y0,site3_602.png,1
site3_602.png_X256_Y0,site3_602.png,1
site3_602.png_X0_Y256,site3_602.png,0
site3_602.png_X256_Y256,site3_602.png,0
site3_603.png_X0_Y0,site3_603.png,1
site3_603.png_X256_Y0,site3_603.png,0
site3_603.png_X0_Y256,site3_603.png,0
site3_603.png_X256_Y256,site3_603.png,0
site3_604.png_X0_Y0,site3_604.png,0
site3_604.png_X256_Y0,site3_604.png,1
site3_604.png_X0_Y256,site3_604.png,0
site3_604.png_X256_Y256,site3_604.png,0
site3_608.png_X0_Y0,site3_608.png,0
site3_608.png_X256_Y0,site3_608.png,0
site3_608.png_X0_Y256,site3_608.png,0
site3_608.png_X256_Y256,site3_608.png,1
site3_609.png_X0_Y0,site3_609.png,0
site3_609.png_X256_Y0,site3_609.png,0
site3_609.png_X0_Y256,site3_609.png,1
site3_609.png_X256_Y256,site3_609.png,0
site3_610.png_X0_Y0,site3_610.png,0
site3_610.png_X256_Y0,site3_610.png,1
site3_610.png_X0_Y256,site3_610.png,0
site3_610.png_X256_Y256,site3_610.png,1
site3_611.png_X0_Y0,site3_611.png,0
site3_611.png_X256_Y0,site3_611.png,0
site3_611.png_X0_Y256,site3_611.png,1
site3_611.png_X256_Y256,site3_611.png,0
site3_632.png_X0_Y0,site3_632.png,0
site3_632.png_X256_Y0,site3_632.png,0
site3_632.png_X0_Y256,site3_632.png,0
site3_632.png_X256_Y256,site3_632.png,0
site3_635.png_X0_Y0,site3_635.png,0
site3_635.png_X256_Y0,site3_635.png,0
site3_635.png_X0_Y256,site3_635.png,0
site3_635.png_X256_Y256,site3_635.png,1
site3_638.png_X0_Y0,site3_638.png,0
site3_638.png_X256_Y0,site3_638.png,0
site3_638.png_X0_Y256,site3_638.png,0
site3_638.png_X256_Y256,site3_638.png,0
site3_639.png_X0_Y0,site3_639.png,0
site3_639.png_X256_Y0,site3_639.png,0
site3_639.png_X0_Y256,site3_639.png,1
site3_639.png_X256_Y256,site3_639.png,0
site3_640.png_X0_Y0,site3_640.png,1
site3_640.png_X256_Y0,site3_640.png,0
site3_640.png_X0_Y256,site3_640.png,0
site3_640.png_X256_Y256,site3_640.png,0
site3_641.png_X0_Y0,site3_641.png,0
site3_641.png_X256_Y0,site3_641.png,0
site3_641.png_X0_Y256,site3_641.png,0
site3_641.png_X256_Y256,site3_641.png,0
site3_642.png_X0_Y0,site3_642.png,1
site3_642.png_X256_Y0,site3_642.png,0
site3_642.png_X0_Y256,site3_642.png,0
site3_642.png_X256_Y256,site3_642.png,0
site3_643.png_X0_Y0,site3_643.png,0
site3_643.png_X256_Y0,site3_643.png,1
site3_643.png_X0_Y256,site3_643.png,0
site3_643.png_X256_Y256,site3_643.png,1
site3_644.png_X0_Y0,site3_644.png,1
site3_644.png_X256_Y0,site3_644.png,0
site3_644.png_X0_Y256,site3_644.png,1
site3_644.png_X256_Y256,site3_644.png,0
site3_663.png_X0_Y0,site3_663.png,0
site3_663.png_X256_Y0,site3_663.png,0
site3_663.png_X0_Y256,site3_663.png,0
site3_663.png_X256_Y256,site3_663.png,0
site3_665.png_X0_Y0,site3_665.png,0
site3_665.png_X256_Y0,site3_665.png,1
site3_665.png_X0_Y256,site3_665.png,0
site3_665.png_X256_Y256,site3_665.png,1
site3_666.png_X0_Y0,site3_666.png,0
site3_666.png_X256_Y0,site3_666.png,1
site3_666.png_X0_Y256,site3_666.png,1
site3_666.png_X256_Y256,site3_666.png,0
site3_667.png_X0_Y0,site3_667.png,0
site3_667.png_X256_Y0,site3_667.png,0
site3_667.png_X0_Y256,site3_667.png,0
site3_667.png_X256_Y256,site3_667.png,0
site3_668.png_X0_Y0,site3_668.png,0
site3_668.png_X256_Y0,site3_668.png,1
site3_668.png_X0_Y256,site3_668.png,0
site3_668.png_X256_Y256,site3_668.png,0
site3_669.png_X0_Y0,site3_669.png,0
site3_669.png_X256_Y0,site3_669.png,0
site3_669.png_X0_Y256,site3_669.png,0
site3_669.png_X256_Y256,site3_669.png,0
site3_670.png_X0_Y0,site3_670.png,0
site3_670.png_X256_Y0,site3_670.png,1
site3_670.png_X0_Y256,site3_670.png,0
site3_670.png_X256_Y256,site3_670.png,0
site3_671.png_X0_Y0,site3_671.png,0
site3_671.png_X256_Y0,site3_671.png,0
site3_671.png_X0_Y256,site3_671.png,0
site3_671.png_X256_Y256,site3_671.png,1
site3_674.png_X0_Y0,site3_674.png,0
site3_674.png_X256_Y0,site3_674.png,0
site3_674.png_X0_Y256,site3_674.png,0
site3_674.png_X256_Y256,site3_674.png,0
site3_696.png_X0_Y0,site3_696.png,0
site3_696.png_X256_Y0,site3_696.png,1
site3_696.png_X0_Y256,site3_696.png,0
site3_696.png_X256_Y256,site3_696.png,0
site3_697.png_X0_Y0,site3_697.png,1
site3_697.png_X256_Y0,site3_697.png,1
site3_697.png_X0_Y256,site3_697.png,0
site3_697.png_X256_Y256,site3_697.png,0
site3_699.png_X0_Y0,site3_699.png,0
site3_699.png_X256_Y0,site3_699.png,0
site3_699.png_X0_Y256,site3_699.png,0
site3_699.png_X256_Y256,site3_699.png,1
site3_700.png_X0_Y0,site3_700.png,0
site3_700.png_X256_Y0,site3_700.png,0
site3_700.png_X0_Y256,site3_700.png,1
site3_700.png_X256_Y256,site3_700.png,0
site3_731.png_X0_Y0,site3_731.png,1
site3_731.png_X256_Y0,site3_731.png,1
site3_731.png_X0_Y256,site3_731.png,1
site3_731.png_X256_Y256,site3_731.png,1
site3_766.png_X0_Y0,site3_766.png,0
site3_766.png_X256_Y0,site3_766.png,0
site3_766.png_X0_Y256,site3_766.png,0
site3_766.png_X256_Y256,site3_766.png,0
site4_59.png_X0_Y0,site4_59.png,0
site4_59.png_X256_Y0,site4_59.png,0
site4_59.png_X0_Y256,site4_59.png,0
site4_59.png_X256_Y256,site4_59.png,0
site4_60.png_X0_Y0,site4_60.png,0
site4_60.png_X256_Y0,site4_60.png,0
site4_60.png_X0_Y256,site4_60.png,0
site4_60.png_X256_Y256,site4_60.png,0
site4_76.png_X0_Y0,site4_76.png,0
site4_76.png_X256_Y0,site4_76.png,1
site4_76.png_X0_Y256,site4_76.png,0
site4_76.png_X256_Y256,site4_76.png,1
site4_77.png_X0_Y0,site4_77.png,2
site4_77.png_X256_Y0,site4_77.png,2
site4_77.png_X0_Y256,site4_77.png,2
site4_77.png_X256_Y256,site4_77.png,2
site4_78.png_X0_Y0,site4_78.png,2
site4_78.png_X256_Y0,site4_78.png,2
site4_78.png_X0_Y256,site4_78.png,2
site4_78.png_X256_Y256,site4_78.png,2
site4_79.png_X0_Y0,site4_79.png,1
site4_79.png_X256_Y0,site4_79.png,0
site4_79.png_X0_Y256,site4_79.png,2
site4_79.png_X256_Y256,site4_79.png,2
site4_80.png_X0_Y0,site4_80.png,0
site4_80.png_X256_Y0,site4_80.png,0
site4_80.png_X0_Y256,site4_80.png,2
site4_80.png_X256_Y256,site4_80.png,1
site4_81.png_X0_Y0,site4_81.png,0
site4_81.png_X256_Y0,site4_81.png,0
site4_81.png_X0_Y256,site4_81.png,0
site4_81.png_X256_Y256,site4_81.png,0
site4_94.png_X0_Y0,site4_94.png,0
site4_94.png_X256_Y0,site4_94.png,1
site4_94.png_X0_Y256,site4_94.png,0
site4_94.png_X256_Y256,site4_94.png,1
site4_95.png_X0_Y0,site4_95.png,2
site4_95.png_X256_Y0,site4_95.png,2
site4_95.png_X0_Y256,site4_95.png,2
site4_95.png_X256_Y256,site4_95.png,2
site4_96.png_X0_Y0,site4_96.png,2
site4_96.png_X256_Y0,site4_96.png,2
site4_96.png_X0_Y256,site4_96.png,2
site4_96.png_X256_Y256,site4_96.png,2
site4_97.png_X0_Y0,site4_97.png,1
site4_97.png_X256_Y0,site4_97.png,1
site4_97.png_X0_Y256,site4_97.png,1
site4_97.png_X256_Y256,site4_97.png,1
site4_98.png_X0_Y0,site4_98.png,2
site4_98.png_X256_Y0,site4_98.png,1
site4_98.png_X0_Y256,site4_98.png,1
site4_98.png_X256_Y256,site4_98.png,0
site4_99.png_X0_Y0,site4_99.png,0
site4_99.png_X256_Y0,site4_99.png,0
site4_99.png_X0_Y256,site4_99.png,0
site4_99.png_X256_Y256,site4_99.png,0
site4_112.png_X0_Y0,site4_112.png,0
site4_112.png_X256_Y0,site4_112.png,2
site4_112.png_X0_Y256,site4_112.png,0
site4_112.png_X256_Y256,site4_112.png,2
site4_113.png_X0_Y0,site4_113.png,2
site4_113.png_X256_Y0,site4_113.png,2
site4_113.png_X0_Y256,site4_113.png,2
site4_113.png_X256_Y256,site4_113.png,2
site4_114.png_X0_Y0,site4_114.png,2
site4_114.png_X256_Y0,site4_114.png,2
site4_114.png_X0_Y256,site4_114.png,2
site4_114.png_X256_Y256,site4_114.png,2
site4_115.png_X0_Y0,site4_115.png,1
site4_115.png_X256_Y0,site4_115.png,1
site4_115.png_X0_Y256,site4_115.png,0
site4_115.png_X256_Y256,site4_115.png,0
site4_116.png_X0_Y0,site4_116.png,2
site4_116.png_X256_Y0,site4_116.png,2
site4_116.png_X0_Y256,site4_116.png,0
site4_116.png_X256_Y256,site4_116.png,0
site4_117.png_X0_Y0,site4_117.png,2
site4_117.png_X256_Y0,site4_117.png,1
site4_117.png_X0_Y256,site4_117.png,1
site4_117.png_X256_Y256,site4_117.png,0
site4_118.png_X0_Y0,site4_118.png,1
site4_118.png_X256_Y0,site4_118.png,1
site4_118.png_X0_Y256,site4_118.png,1
site4_118.png_X256_Y256,site4_118.png,2
site4_119.png_X0_Y0,site4_119.png,1
site4_119.png_X256_Y0,site4_119.png,0
site4_119.png_X0_Y256,site4_119.png,2
site4_119.png_X256_Y256,site4_119.png,2
site4_120.png_X0_Y0,site4_120.png,0
site4_120.png_X256_Y0,site4_120.png,0
site4_120.png_X0_Y256,site4_120.png,1
site4_120.png_X256_Y256,site4_120.png,1
site4_130.png_X0_Y0,site4_130.png,0
site4_130.png_X256_Y0,site4_130.png,1
site4_130.png_X0_Y256,site4_130.png,0
site4_130.png_X256_Y256,site4_130.png,0
site4_131.png_X0_Y0,site4_131.png,2
site4_131.png_X256_Y0,site4_131.png,2
site4_131.png_X0_Y256,site4_131.png,0
site4_131.png_X256_Y256,site4_131.png,1
site4_132.png_X0_Y0,site4_132.png,2
site4_132.png_X256_Y0,site4_132.png,2
site4_132.png_X0_Y256,site4_132.png,1
site4_132.png_X256_Y256,site4_132.png,1
site4_137.png_X0_Y0,site4_137.png,0
site4_137.png_X256_Y0,site4_137.png,0
site4_137.png_X0_Y256,site4_137.png,0
site4_137.png_X256_Y256,site4_137.png,0
site4_138.png_X0_Y0,site4_138.png,1
site4_138.png_X256_Y0,site4_138.png,1
site4_138.png_X0_Y256,site4_138.png,0
site4_138.png_X256_Y256,site4_138.png,0
site4_140.png_X0_Y0,site4_140.png,0
site4_140.png_X256_Y0,site4_140.png,0
site4_140.png_X0_Y256,site4_140.png,0
site4_140.png_X256_Y256,site4_140.png,1
site4_141.png_X0_Y0,site4_141.png,1
site4_141.png_X256_Y0,site4_141.png,0
site4_141.png_X0_Y256,site4_141.png,1
site4_141.png_X256_Y256,site4_141.png,0
site4_148.png_X0_Y0,site4_148.png,0
site4_148.png_X256_Y0,site4_148.png,0
site4_148.png_X0_Y256,site4_148.png,0
site4_148.png_X256_Y256,site4_148.png,1
site4_149.png_X0_Y0,site4_149.png,0
site4_149.png_X256_Y0,site4_149.png,1
site4_149.png_X0_Y256,site4_149.png,0
site4_149.png_X256_Y256,site4_149.png,0
site4_158.png_X0_Y0,site4_158.png,0
site4_158.png_X256_Y0,site4_158.png,1
site4_158.png_X0_Y256,site4_158.png,0
site4_158.png_X256_Y256,site4_158.png,1
site4_159.png_X0_Y0,site4_159.png,1
site4_159.png_X256_Y0,site4_159.png,0
site4_159.png_X0_Y256,site4_159.png,1
site4_159.png_X256_Y256,site4_159.png,0
site4_166.png_X0_Y0,site4_166.png,1
site4_166.png_X256_Y0,site4_166.png,0
site4_166.png_X0_Y256,site4_166.png,0
site4_166.png_X256_Y256,site4_166.png,0
site4_174.png_X0_Y0,site4_174.png,0
site4_174.png_X256_Y0,site4_174.png,0
site4_174.png_X0_Y256,site4_174.png,0
