Grid_ID,X1_Entropy,X2_Contrast,X3_Homogeneity,X4_Energy,X5_Correlation,X6_Indeks_ExG,X7_Indeks_ExR,X8_Indeks_ExGR,kepadatan,Y_Target
site3_144.png_X256_Y256,13.812978875987692,567.6297733443994,0.0641677776838178,0.0095141541592014,0.8763543939371892,48.191193,0.035432648,0.12258245,0.0,0
site3_206.png_X0_Y0,12.883756896066648,220.74673600598612,0.0978972051198329,0.0138948104747713,0.925172706798178,24.29837,0.16064042,-0.10389906,0.0,0
site3_206.png_X256_Y0,13.09594586773564,312.81018579092495,0.0803388346187628,0.0120684489310199,0.8698853104281696,56.177094,0.04656165,0.171235,0.0,0
site3_206.png_X0_Y256,12.466579581368778,185.75414003929063,0.1037472750403362,0.0154819664663293,0.8836304520606387,21.985153,0.16643152,-0.12347008,0.132598876953125,1
site3_206.png_X256_Y256,13.297069465971822,267.3331417904275,0.1061894965918968,0.0123924385386846,0.9590921172987378,36.929718,0.07081681,0.082885176,0.3791961669921875,1
site3_236.png_X0_Y0,13.472151277204455,454.6928870656636,0.0692204885357508,0.0110607013953245,0.8640801871459166,55.524673,0.14144894,-0.00708088,0.0091094970703125,0
site3_236.png_X256_Y0,12.829889289131325,302.78339038771327,0.0842739607357821,0.0140974191057204,0.8379213708965351,32.93228,0.16206446,-0.093023784,0.0001068115234375,0
site3_236.png_X0_Y256,13.746739596453509,648.5809492142407,0.0789371224995008,0.0163322669208207,0.8618444975225095,72.69949,0.10353571,0.10038828,0.1185760498046875,1
site3_236.png_X256_Y256,13.55357843740835,396.8328701401009,0.0738013513518106,0.010276314455924,0.8984245338950498,40.20076,0.1185033,0.0039069876,0.0042724609375,0
site3_237.png_X0_Y0,12.286329714320656,171.75879039912692,0.1102250780075854,0.0169823498112557,0.8819543241034914,19.733368,0.16344249,-0.12774742,0.021881103515625,0
site3_237.png_X256_Y0,13.285084549555078,248.7581767078796,0.1294144953489897,0.0179529737030986,0.9645145497146796,20.990631,0.10096019,-0.02841566,0.3951416015625,1
site3_237.png_X0_Y256,12.318910000150565,188.9251766748386,0.1067769734806092,0.016817589595437,0.8647986225666809,21.849945,0.16309205,-0.12347132,0.0,0
site3_237.png_X256_Y256,13.550004045520298,308.6006258860785,0.1008433854361779,0.011215706043511,0.9504184637268488,48.55841,0.0646798,0.10440242,0.197235107421875,1
site3_266.png_X0_Y0,13.91225786489143,684.2624611177428,0.0587034817273222,0.0091364688520876,0.8452695200804261,63.375885,-0.006541876,0.26690176,0.0,0
site3_266.png_X256_Y0,14.192049045015429,934.5736455329828,0.0494316264519073,0.0081149289886067,0.8068989751751043,76.55838,-0.00028953538,0.27937394,0.0,0
site3_266.png_X0_Y256,13.897717645447155,735.1441635428973,0.0557406272696891,0.0091392654427486,0.8027273499102339,82.996185,0.000509226,0.30658525,0.0,0
site3_266.png_X256_Y256,13.997901518636098,928.1388207059904,0.0464671448628599,0.008680396930024,0.7299849370567615,91.181595,0.0027522813,0.31427515,0.0,0
site3_267.png_X0_Y0,13.84239738811822,779.3736140997437,0.0517491604979667,0.0092680701558476,0.7562549366994339,56.06024,0.13059819,0.019311247,0.0781402587890625,1
site3_267.png_X256_Y0,12.669571292108603,300.3706819792891,0.0851918515276139,0.0148958103583951,0.7931164493616407,27.981415,0.1595369,-0.104955524,0.0,0
site3_267.png_X0_Y256,13.492811193347851,586.6378628111745,0.0650149608351244,0.0110169799376958,0.7848680902580963,35.491898,0.13957489,-0.058357306,0.287353515625,1
site3_267.png_X256_Y256,12.595770935044886,297.890859149731,0.0817603148636341,0.0151362911356574,0.7676538382942419,29.786453,0.1588152,-0.09896006,0.0051116943359375,0
site3_268.png_X0_Y0,12.373459895540826,233.60826184640868,0.0934844799065794,0.0166980830234636,0.7996381675293045,23.928574,0.1661587,-0.118734285,0.003692626953125,0
site3_268.png_X256_Y0,12.147361557579927,250.9230290032609,0.2372917653472966,0.087038298751469,0.9700857137959458,17.399017,0.12667158,-0.081986636,0.0,0
site3_268.png_X0_Y256,12.681346582341693,247.55847600682483,0.091657538823511,0.0148177684111473,0.8537793363175552,23.964264,0.16613925,-0.11795667,0.0,0
site3_268.png_X256_Y256,12.738130772542233,259.6879058985762,0.1557980010449415,0.0569858560584735,0.9535702597012274,31.712769,0.12846455,-0.030898113,0.0,0
site3_292.png_X0_Y0,14.02154205773389,919.4030108011405,0.0521182107265426,0.0085883765674111,0.7757099984978935,80.37581,-0.03169938,0.3785404,0.0,0
site3_292.png_X256_Y0,13.450055113709112,474.2593808571351,0.0771618291611225,0.0108004983756645,0.8509294122683981,68.55559,-0.036080264,0.3381896,0.0,0
site3_292.png_X0_Y256,13.962747146275715,701.9805655727466,0.0650985457760232,0.0089446275544674,0.8620149747307564,71.12509,-0.0018504299,0.2966667,0.0,0
site3_292.png_X256_Y256,13.079400837551855,344.00135051723674,0.0823865120160977,0.0124254000163034,0.8561089896516347,85.72772,-0.05879517,0.37612534,0.0,0
site3_294.png_X0_Y0,14.325092392544423,1200.1467621828278,0.0437719202398351,0.0077131155273103,0.7465790916858643,85.35353,0.012284006,0.27226925,0.0,0
site3_294.png_X256_Y0,14.15605822074599,975.1594967380802,0.0500364652374451,0.0083106517677667,0.7775820620071502,83.3293,0.010605981,0.29140753,0.0,0
site3_294.png_X0_Y256,13.374855112170495,482.7950623708564,0.0896631498871464,0.0126526332757938,0.8854569466479979,74.127625,-0.05572474,0.4576671,0.0,0
site3_294.png_X256_Y256,13.709249792616273,430.2189367971507,0.0750759471092333,0.009697389432686,0.9062133303996928,79.316605,0.03520903,0.24543533,0.045928955078125,0
site3_298.png_X0_Y0,13.762984234276074,560.7075896440198,0.063711506938666,0.0096625146978535,0.858300446164744,53.920395,0.09369899,0.06639514,0.1989288330078125,1
site3_298.png_X256_Y0,13.007985021176207,340.89846809220137,0.0942034471544797,0.0149630910580645,0.8653488438877334,25.88028,0.14867958,-0.089538984,0.0901031494140625,1
site3_298.png_X0_Y256,13.161246431370945,434.77761006883816,0.0941100336832845,0.0150533522520882,0.8658998816681215,30.208878,0.14019027,-0.07329106,0.4032135009765625,2
site3_298.png_X256_Y256,12.958509502590289,364.2064502384924,0.080503197082663,0.0134569180524537,0.8073779889193737,26.353928,0.15466824,-0.100209035,0.09356689453125,1
site3_299.png_X0_Y0,12.432208495636909,235.98686248978905,0.1176251855053497,0.0169600803319633,0.8611009789445809,20.503998,0.15724453,-0.12049319,0.0652313232421875,1
site3_299.png_X256_Y0,13.000484100018484,285.779839064308,0.0898595905968125,0.0132580542671853,0.8869457333920717,36.31549,0.12966233,-0.027261563,0.0,0
site3_299.png_X0_Y256,12.008999820477992,163.82291740256332,0.1220115866546178,0.0191597168292233,0.854513495854404,21.348297,0.15282106,-0.11616324,0.0,0
site3_299.png_X256_Y256,13.303239054464486,264.9073060391514,0.0922310057536776,0.0115257348779159,0.9404324527697506,37.534653,0.10026513,0.034946673,0.111419677734375,1
site3_320.png_X0_Y0,13.578980123865382,550.5771370686913,0.0660033563276014,0.0102951025109902,0.8246543681526468,59.415558,0.03363829,0.2373397,0.0,0
site3_320.png_X256_Y0,13.607018911226763,539.4384059466582,0.0638320121023509,0.0105778459424561,0.8412399376692941,57.67923,0.066044174,0.16165546,0.12841796875,1
site3_320.png_X0_Y256,13.635646428460769,667.3079922085459,0.0550518130311642,0.0100512260705296,0.7475960383553366,41.757233,0.12180501,0.02794673,0.0,0
site3_320.png_X256_Y256,13.530131234121049,509.5077990286297,0.0661175266802561,0.0106661227266587,0.8288154542944439,25.181747,0.16494545,-0.088182084,0.053436279296875,1
site3_321.png_X0_Y0,13.459992347600156,327.7962932526002,0.0852790564085482,0.0109075275784916,0.9205956514677944,40.89183,0.11680409,0.020769171,0.0,0
site3_321.png_X256_Y0,12.661091863034038,234.6499010146373,0.1146370817955439,0.0154779744460816,0.8936917028645598,29.561752,0.15552226,-0.095831156,0.154205322265625,1
site3_321.png_X0_Y256,13.619756317251117,553.942261119529,0.0602788683781832,0.010248849894621,0.8128410050884153,64.827805,0.10775778,0.08890619,0.0296783447265625,0
site3_321.png_X256_Y256,13.010146675056086,312.8456552167476,0.0800589468530395,0.012853960097397,0.8524080132399889,52.530365,0.14344564,-0.015297723,0.00128173828125,0
site3_322.png_X0_Y0,13.118891881011583,404.0069903552673,0.0906482278311362,0.0133014312100052,0.8467812231834057,36.040573,0.1432028,-0.07253561,0.25445556640625,1
site3_322.png_X256_Y0,13.56018140584644,534.7681132857462,0.0662506290547,0.0103660953212283,0.8261475886060495,52.27858,0.12377612,-0.007318479,0.0097808837890625,0
site3_322.png_X0_Y256,12.364204116395053,200.873345392999,0.1195049810394724,0.0168047333869928,0.8869962894351444,27.368607,0.15032059,-0.098876715,0.29852294921875,1
site3_322.png_X256_Y256,12.264327106474155,189.35240604575364,0.1069486783788494,0.0170382914063531,0.8498182770421339,28.559097,0.15569827,-0.10337023,0.052093505859375,1
site3_323.png_X0_Y0,13.093877816534196,548.932095423027,0.1202709199021974,0.0251450604945711,0.8464904466079017,25.250687,0.14458984,-0.093653455,0.717437744140625,2
site3_323.png_X256_Y0,12.783629630709866,345.4835418018277,0.1321054189302242,0.0232231446123198,0.8899378160606128,24.069199,0.14520693,-0.09838617,0.4584503173828125,2
site3_323.png_X0_Y256,13.018797722598492,335.6116158298496,0.0923810612634634,0.0129639914882117,0.8631924255700012,25.20369,0.16192862,-0.110908344,0.18243408203125,1
site3_323.png_X256_Y256,12.667289513487336,224.22481553068667,0.114181517984949,0.0150942533581956,0.9007480979310568,26.37642,0.15142569,-0.09914173,0.1520538330078125,1
site3_324.png_X0_Y0,13.983056334364631,691.9663869966065,0.0647826656616763,0.0090314112387569,0.8714977581765306,62.41893,0.026856828,0.2256965,0.01776123046875,0
site3_324.png_X256_Y0,13.82268051820639,528.1686577428206,0.0697272011017584,0.0093522548797365,0.8872472851823788,53.817413,0.07245584,0.1275976,0.0,0
site3_324.png_X0_Y256,13.133387038956734,420.45081200739577,0.1041401887426161,0.0159269282515538,0.8947552089413009,24.844131,0.14535736,-0.08934389,0.3903045654296875,1
site3_324.png_X256_Y256,13.28497035530198,397.10634227219975,0.1052283963807002,0.0227358046093628,0.9093527808617966,51.56038,0.101732835,0.036914896,0.13311767578125,1
site3_325.png_X0_Y0,13.783636694470124,689.8487097510744,0.0592856022440743,0.009426008671693,0.7952471092827205,78.86839,0.013762571,0.2814772,0.0,0
site3_325.png_X256_Y0,13.467157238012897,459.26072948205126,0.0708389084079311,0.0109446169242229,0.8533185086041897,46.129242,0.12717287,-0.0064129233,0.072357177734375,1
site3_325.png_X0_Y256,13.067391792709929,307.48621430158835,0.0935753484310701,0.0128475136087492,0.8886690478536391,31.31755,0.15869024,-0.09190085,0.0,0
site3_325.png_X256_Y256,12.521604393547344,234.35309775687492,0.1007191233318757,0.0163202955033027,0.8669515879667683,24.666641,0.17444465,-0.12528259,0.0,0
site3_326.png_X0_Y0,13.076115914741514,239.94091315539816,0.0935086601215517,0.0126047559346161,0.921835649459825,69.37744,0.084589005,0.10502317,0.0,0
site3_326.png_X256_Y0,12.861622024337697,280.7597209907246,0.0944588599909728,0.013984810771644,0.8817080862608668,35.39514,0.15562561,-0.08036117,0.0,0
site3_326.png_X0_Y256,12.251791478302016,146.92411519908427,0.1247590807548906,0.0171176358321768,0.9075233649849764,29.249527,0.16375598,-0.10757138,0.0,0
site3_326.png_X256_Y256,12.560011349894822,279.6278912858055,0.115015364101808,0.0168413369477456,0.8520236260004157,26.240051,0.15241227,-0.10576178,0.0866546630859375,1
site3_328.png_X0_Y0,12.815799254427445,225.13847271782663,0.100687532957377,0.0138533952268061,0.9028330328092036,28.791107,0.16155478,-0.10232734,0.0,0
site3_328.png_X256_Y0,12.146354210987155,191.1026234200798,0.111956261950376,0.0174881165682559,0.8355825405591113,25.192444,0.14953718,-0.10656574,0.0,0
site3_328.png_X0_Y256,12.874546629619884,203.85577869689823,0.1039045241482993,0.0131246648175862,0.9270807016722092,29.985306,0.15656021,-0.08815262,0.0009613037109375,0
site3_328.png_X256_Y256,13.178812969361982,332.4938637333192,0.117572359977669,0.0136157733604661,0.9351813440633784,42.384308,0.033501487,0.16157076,0.0655364990234375,1
site3_330.png_X0_Y0,12.28448032180215,200.21962350718653,0.1185452035853159,0.0175798001739002,0.8808760294635001,19.965576,0.15119451,-0.116019994,0.0110015869140625,0
site3_330.png_X256_Y0,13.134351187983654,321.02799099206214,0.0858018875643817,0.0123957225232635,0.8916447894484663,34.67636,0.14012244,-0.040606655,0.1432647705078125,1
site3_330.png_X0_Y256,11.992315928986148,168.48808093642066,0.1147784761821797,0.0197351214893744,0.8514966001532197,25.137054,0.15554245,-0.11028753,0.0,0
site3_330.png_X256_Y256,12.931593472511825,221.65530212238411,0.1082219587534564,0.0153648608123874,0.9305932085063467,38.081024,0.13349247,-0.03665343,0.0,0
site3_351.png_X0_Y0,13.484955693299096,614.0444475982864,0.0579425366084405,0.0106453829933708,0.7315808115530649,46.35016,0.1441895,-0.009999828,0.0,0
site3_351.png_X256_Y0,13.436646417463924,521.9775517979916,0.0624625349284854,0.0109452848153753,0.7862888133047987,40.11255,0.1612493,-0.05095197,0.0,0
site3_351.png_X0_Y256,13.87788784219834,615.9253279538,0.0600545717634055,0.0090604828088503,0.8528529361809238,55.050873,0.06931271,0.14982507,0.0099029541015625,0
site3_351.png_X256_Y256,13.8077483736435,616.0224257647402,0.0607213063928076,0.0096159631229011,0.8316884027065925,41.436462,0.13654575,-0.004356988,0.1360931396484375,1
site3_352.png_X0_Y0,13.30364894118852,400.0310641490171,0.0815055002936039,0.0119218888829901,0.8661403332859997,31.001678,0.1645779,-0.08149808,0.17108154296875,1
site3_352.png_X256_Y0,13.027954197963982,265.83372011366095,0.0907200225048017,0.0129005214018923,0.8997570246974083,33.960876,0.15629314,-0.0706352,0.1766815185546875,1
site3_352.png_X0_Y256,13.593237483293692,372.3024455738292,0.0873871847060977,0.0103008486447253,0.9254870052110744,21.561737,0.14105296,-0.06587569,0.3717041015625,1
site3_352.png_X256_Y256,13.15603142998835,303.2200337910846,0.108067297162919,0.0133978574565643,0.9379080192125776,13.45726,0.15061557,-0.117112845,0.5432586669921875,2
site3_353.png_X0_Y0,13.039740722624,283.7959106623667,0.0846820717132224,0.0126723985802534,0.8856390079788213,37.282776,0.16240683,-0.06727877,0.0806884765625,1
site3_353.png_X256_Y0,12.640651900990942,231.62152705690244,0.1013775244976471,0.0149980421932224,0.8757468943310882,21.256271,0.17304331,-0.12971467,0.1289215087890625,1
site3_353.png_X0_Y256,12.986322076794751,311.0037550911933,0.094772370866997,0.0135251124754376,0.8796785449695455,24.722122,0.1692303,-0.11453909,0.2119903564453125,1
site3_353.png_X256_Y256,12.377767080027182,233.5092966947836,0.1024866586534488,0.016867337369873,0.8202308757688469,17.060715,0.18099344,-0.14902964,0.078857421875,1
site3_354.png_X0_Y0,12.560605511989325,188.60497304222156,0.1000544795047542,0.0151338751396061,0.8919758781343711,15.189682,0.18332285,-0.15256268,0.0,0
site3_354.png_X256_Y0,12.913764172497148,141.18288616457787,0.1174024023070451,0.0129160249195614,0.9697121302415002,22.696579,0.1388586,-0.05275206,0.0562591552734375,1
site3_354.png_X0_Y256,13.365533447332536,402.4684580750245,0.0685851669989787,0.0110912666874701,0.8543302253090315,55.465576,0.12079696,0.056355484,0.0,0
site3_354.png_X256_Y256,12.900218065387012,447.447991592801,0.0898895009351314,0.0144203399783906,0.7774190476659387,56.763046,-0.0010217624,0.31071466,0.0,0
site3_358.png_X0_Y0,13.791904004957305,592.5862389015094,0.0645438157142032,0.0094602274670479,0.8470202631358582,73.02605,0.038722884,0.24488531,0.0,0
site3_358.png_X256_Y0,14.1693342544861,856.1693234573372,0.0588176875661787,0.0083999262997866,0.8536991205643218,62.312424,0.017496318,0.23536563,0.0,0
site3_358.png_X0_Y256,12.541271248101404,355.2852637056984,0.1148208428242208,0.0196426336711444,0.8883115475066321,61.38826,-0.05152776,0.4846182,0.0,0
site3_358.png_X256_Y256,11.717674669796974,367.6576073055442,0.1781607823495899,0.0319683970477299,0.873490245536824,34.80397,-0.03928369,0.34439722,0.0,0
site3_359.png_X0_Y0,13.617306964473832,474.6673438701646,0.073619348316806,0.0104508146852147,0.8867531357607683,91.14044,0.02089975,0.3044612,0.077972412109375,1
site3_359.png_X256_Y0,13.777404465354858,618.5865580996651,0.0602776310607289,0.0094394546020443,0.8353878221139823,76.2672,0.02755257,0.24366854,0.0,0
site3_359.png_X0_Y256,13.891807494845452,725.5431383212282,0.0588947072985769,0.0092579456626613,0.82443131710603,69.5641,0.016603412,0.26241577,0.0,0
site3_359.png_X256_Y256,13.611032854381758,495.71790830150144,0.0765527435448348,0.0102342651089183,0.8866358263977245,79.28853,-0.008345326,0.3568,0.0,0
site3_360.png_X0_Y0,14.114863678519471,783.609754901964,0.0511138022297583,0.0083657211268871,0.8302232686161666,94.09683,0.013455792,0.31418878,0.0,0
site3_360.png_X256_Y0,13.476263992033042,522.1748828124995,0.0703354081285451,0.0111476633851091,0.8270628529855706,59.551422,0.12562492,0.020585073,0.0,0
site3_360.png_X0_Y256,14.206703945108826,1072.217633211967,0.045475028390882,0.0079457907534372,0.7632284267185342,79.046936,0.0069444706,0.30266574,0.0,0
site3_360.png_X256_Y256,13.866820421120998,608.6832840884449,0.0650084154851679,0.0092529840076855,0.8712120667487481,56.95038,0.09697826,0.07525834,0.0,0
site3_361.png_X0_Y0,13.148952750877374,363.1580891964608,0.0841749631373736,0.0129383236101629,0.8679992023740719,30.338715,0.14609897,-0.07985301,0.0991058349609375,1
site3_361.png_X256_Y0,13.349727432888091,335.787973615928,0.1100868256595237,0.0128695794865899,0.9526406169049924,38.719376,0.08029822,0.065349214,0.230438232421875,1
site3_361.png_X0_Y256,13.077172889862094,355.0845381734215,0.0772363297518363,0.012578493591905,0.8340277622397525,34.56958,0.15331438,-0.071758024,0.1027069091796875,1
site3_361.png_X256_Y256,13.325112441480591,565.9746161332105,0.1295795125907279,0.0426886784894564,0.9064975840450158,30.803696,0.116174564,-0.034276783,0.5399627685546875,2
site3_383.png_X0_Y0,12.589703226097718,309.59950303071093,0.1109937618259319,0.0170988892194663,0.8683422643129675,49.881744,-0.045297876,0.35666156,0.0,0
site3_383.png_X256_Y0,13.86303819425426,765.6936870134323,0.0532093144999731,0.0092534041974861,0.7850139871952686,53.895065,0.03700842,0.13688332,0.0,0
site3_383.png_X0_Y256,13.330779234301575,550.0123541126023,0.0573565046481744,0.011237282766748,0.726124476764044,105.86688,0.059056304,0.2599024,0.0,0
site3_383.png_X256_Y256,13.16322040484963,419.824719053372,0.1226453126275792,0.0274416849288064,0.9243194931821496,48.93036,0.102839164,0.03345338,0.289703369140625,1
site3_384.png_X0_Y0,12.61210282626045,280.7629887543299,0.0907873286446016,0.0153069090826616,0.8120975753965616,32.89624,0.15681167,-0.08903353,0.058746337890625,1
site3_384.png_X256_Y0,12.719697532702918,237.5463911566476,0.0952980768647561,0.0140860042814346,0.8754463998527018,21.595581,0.18103904,-0.13606824,0.0,0
site3_384.png_X0_Y256,12.691648567499934,292.1921192720381,0.0903220395412574,0.0148910018150767,0.8282679015200717,37.442825,0.15056075,-0.073072866,0.0744476318359375,1
site3_384.png_X256_Y256,12.283115483189984,210.58041229635467,0.0943947406174477,0.0166115784194079,0.8124282263723211,21.61296,0.18338227,-0.13835375,0.0,0
site3_385.png_X0_Y0,13.12635240441673,371.044378574354,0.0708165361212109,0.0122080204292265,0.8246798940653468,54.69893,0.1223935,0.03200795,0.0,0
site3_385.png_X256_Y0,13.155838532528264,497.1050529694153,0.0632851494911783,0.0121658843213058,0.7114830259526973,102.75662,0.020194933,0.32226667,0.0,0
site3_385.png_X0_Y256,12.649950731297132,278.2245670535415,0.0819176050216347,0.0146559640132062,0.8067077851256392,32.747726,0.15580504,-0.079938844,0.00042724609375,0
site3_385.png_X256_Y256,13.017258471059936,212.73563369557917,0.0997735958437612,0.0125849402528257,0.9356566885650844,92.529205,-0.022342134,0.41726455,0.0099639892578125,0
site3_390.png_X0_Y0,13.821563306678208,663.8549819330433,0.0622198998679966,0.0094259610614869,0.8400316898414748,77.40286,-0.0023732544,0.2833303,0.0,0
site3_390.png_X256_Y0,13.422725944038683,559.5348428639267,0.0584101581384612,0.0109535677990468,0.7568477367420092,115.97508,0.015612737,0.3292945,0.0,0
site3_390.png_X0_Y256,13.710271139196747,615.6671802912367,0.0609905298601305,0.0096047337124473,0.8245602126516434,109.26413,-0.020423599,0.40273717,0.0,0
site3_390.png_X256_Y256,13.50813362715841,471.17112961361767,0.0674436187231042,0.0104257837237232,0.848696161462168,113.21062,-0.0179319,0.4215476,0.00982666015625,0
site3_391.png_X0_Y0,13.863657839391784,744.8792663879271,0.0519811623749068,0.009120672299295,0.7775633215516533,94.37358,0.0022666873,0.33128554,0.0,0
site3_391.png_X256_Y0,13.426250466064555,503.3391684838749,0.0684561239748972,0.0112238647546804,0.8210013624393397,53.5186,0.12995327,0.0064236606,0.0,0
site3_391.png_X0_Y256,13.699847721467908,641.8851208970253,0.0567337892086316,0.0099639435595949,0.7896632623620516,89.30188,0.060501117,0.2019549,0.089996337890625,1
site3_391.png_X256_Y256,13.332813128810264,504.27019526744,0.0694492329634539,0.0116554639154969,0.7930265231968164,49.563873,0.13544056,-0.025567463,0.0874481201171875,1
site3_392.png_X0_Y0,12.422486253627785,179.4890310517602,0.1169519421387773,0.0158389630021878,0.8970780349252502,29.426361,0.16509174,-0.10795201,0.0,0
site3_392.png_X256_Y0,12.615207584701755,236.53740576040667,0.103495839443305,0.015518093513664,0.8740113410139855,32.47737,0.14803568,-0.08098686,0.2078857421875,1
site3_392.png_X0_Y256,12.572462762104028,232.12928008458357,0.1039816766051854,0.0153428874701359,0.867985187450825,38.359146,0.14966844,-0.07466595,0.0,0
