Grid_ID,image_id,image_file,x,y,kepadatan,Y_Target
site3_422.png_X256_Y256,387,site3_422.png,256,256,0.0,0
site3_423.png_X0_Y0,388,site3_423.png,0,0,0.0,0
site3_423.png_X256_Y0,388,site3_423.png,256,0,0.0,0
site3_423.png_X0_Y256,388,site3_423.png,0,256,0.0,0
site3_423.png_X256_Y256,388,site3_423.png,256,256,0.095184326171875,1
site3_424.png_X0_Y0,389,site3_424.png,0,0,0.118377685546875,1
site3_424.png_X256_Y0,389,site3_424.png,256,0,0.0,0
site3_424.png_X0_Y256,389,site3_424.png,0,256,0.0,0
site3_424.png_X256_Y256,389,site3_424.png,256,256,0.0,0
site3_445.png_X0_Y0,407,site3_445.png,0,0,0.0,0
site3_445.png_X256_Y0,407,site3_445.png,256,0,0.0,0
site3_445.png_X0_Y256,407,site3_445.png,0,256,0.0,0
site3_445.png_X256_Y256,407,site3_445.png,256,256,0.0,0
site3_446.png_X0_Y0,408,site3_446.png,0,0,0.3424835205078125,1
site3_446.png_X256_Y0,408,site3_446.png,256,0,0.0,0
site3_446.png_X0_Y256,408,site3_446.png,0,256,0.5439300537109375,2
site3_446.png_X256_Y256,408,site3_446.png,256,256,0.0087890625,0
site3_447.png_X0_Y0,409,site3_447.png,0,0,0.22076416015625,1
site3_447.png_X256_Y0,409,site3_447.png,256,0,0.1833648681640625,1
site3_447.png_X0_Y256,409,site3_447.png,0,256,0.054534912109375,1
site3_447.png_X256_Y256,409,site3_447.png,256,256,0.385284423828125,1
site3_453.png_X0_Y0,415,site3_453.png,0,0,0.0,0
site3_453.png_X256_Y0,415,site3_453.png,256,0,0.007293701171875,0
site3_453.png_X0_Y256,415,site3_453.png,0,256,0.0,0
site3_453.png_X256_Y256,415,site3_453.png,256,256,0.0,0
site3_454.png_X0_Y0,416,site3_454.png,0,0,0.0482635498046875,0
site3_454.png_X256_Y0,416,site3_454.png,256,0,0.0,0
site3_454.png_X0_Y256,416,site3_454.png,0,256,0.0,0
site3_454.png_X256_Y256,416,site3_454.png,256,256,0.1165313720703125,1
site3_478.png_X0_Y0,437,site3_478.png,0,0,0.07391357421875,1
site3_478.png_X256_Y0,437,site3_478.png,256,0,0.26763916015625,1
site3_478.png_X0_Y256,437,site3_478.png,0,256,0.0,0
site3_478.png_X256_Y256,437,site3_478.png,256,256,0.491241455078125,2
site3_484.png_X0_Y0,443,site3_484.png,0,0,0.0,0
site3_484.png_X256_Y0,443,site3_484.png,256,0,0.0,0
site3_484.png_X0_Y256,443,site3_484.png,0,256,0.0,0
site3_484.png_X256_Y256,443,site3_484.png,256,256,0.0,0
site3_486.png_X0_Y0,445,site3_486.png,0,0,0.0,0
site3_486.png_X256_Y0,445,site3_486.png,256,0,0.0,0
site3_486.png_X0_Y256,445,site3_486.png,0,256,0.0,0
site3_486.png_X256_Y256,445,site3_486.png,256,256,0.0,0
site3_508.png_X0_Y0,464,site3_508.png,0,0,0.0,0
site3_508.png_X256_Y0,464,site3_508.png,256,0,0.0380859375,0
site3_508.png_X0_Y256,464,site3_508.png,0,256,0.1878814697265625,1
site3_508.png_X256_Y256,464,site3_508.png,256,256,0.253753662109375,1
site3_509.png_X0_Y0,465,site3_509.png,0,0,0.084320068359375,1
site3_509.png_X256_Y0,465,site3_509.png,256,0,0.2389984130859375,1
site3_509.png_X0_Y256,465,site3_509.png,0,256,0.0452423095703125,0
site3_509.png_X256_Y256,465,site3_509.png,256,256,0.1307830810546875,1
site3_515.png_X0_Y0,471,site3_515.png,0,0,0.0,0
site3_515.png_X256_Y0,471,site3_515.png,256,0,0.0,0
site3_515.png_X0_Y256,471,site3_515.png,0,256,0.0,0
site3_515.png_X256_Y256,471,site3_515.png,256,256,0.0,0
site3_516.png_X0_Y0,472,site3_516.png,0,0,0.0,0
site3_516.png_X256_Y0,472,site3_516.png,256,0,0.0,0
site3_516.png_X0_Y256,472,site3_516.png,0,256,0.1079559326171875,1
site3_516.png_X256_Y256,472,site3_516.png,256,256,0.0,0
site3_517.png_X0_Y0,473,site3_517.png,0,0,0.0045623779296875,0
site3_517.png_X256_Y0,473,site3_517.png,256,0,0.08917236328125,1
site3_517.png_X0_Y256,473,site3_517.png,0,256,0.0287628173828125,0
site3_517.png_X256_Y256,473,site3_517.png,256,256,0.092041015625,1
site3_519.png_X0_Y0,475,site3_519.png,0,0,0.0149993896484375,0
site3_519.png_X256_Y0,475,site3_519.png,256,0,0.034210205078125,0
site3_519.png_X0_Y256,475,site3_519.png,0,256,0.02239990234375,0
site3_519.png_X256_Y256,475,site3_519.png,256,256,0.05401611328125,1
site3_539.png_X0_Y0,492,site3_539.png,0,0,0.0,0
site3_539.png_X256_Y0,492,site3_539.png,256,0,0.1922760009765625,1
site3_539.png_X0_Y256,492,site3_539.png,0,256,0.0,0
site3_539.png_X256_Y256,492,site3_539.png,256,256,0.4186553955078125,2
site3_540.png_X0_Y0,493,site3_540.png,0,0,0.0927581787109375,1
site3_540.png_X256_Y0,493,site3_540.png,256,0,0.103363037109375,1
site3_540.png_X0_Y256,493,site3_540.png,0,256,0.09246826171875,1
site3_540.png_X256_Y256,493,site3_540.png,256,256,0.0,0
site3_544.png_X0_Y0,497,site3_544.png,0,0,0.0,0
site3_544.png_X256_Y0,497,site3_544.png,256,0,0.0,0
site3_544.png_X0_Y256,497,site3_544.png,0,256,0.0,0
site3_544.png_X256_Y256,497,site3_544.png,256,256,0.0,0
site3_545.png_X0_Y0,498,site3_545.png,0,0,0.0,0
site3_545.png_X256_Y0,498,site3_545.png,256,0,0.0,0
site3_545.png_X0_Y256,498,site3_545.png,0,256,0.0,0
site3_545.png_X256_Y256,498,site3_545.png,256,256,0.0,0
site3_546.png_X0_Y0,499,site3_546.png,0,0,0.0506439208984375,1
site3_546.png_X256_Y0,499,site3_546.png,256,0,0.0,0
site3_546.png_X0_Y256,499,site3_546.png,0,256,0.3162384033203125,1
site3_546.png_X256_Y256,499,site3_546.png,256,256,0.0,0
site3_549.png_X0_Y0,502,site3_549.png,0,0,0.0,0
site3_549.png_X256_Y0,502,site3_549.png,256,0,0.0,0
site3_549.png_X0_Y256,502,site3_549.png,0,256,0.0,0
site3_549.png_X256_Y256,502,site3_549.png,256,256,0.108062744140625,1
site3_550.png_X0_Y0,503,site3_550.png,0,0,0.008697509765625,0
site3_550.png_X256_Y0,503,site3_550.png,256,0,0.007965087890625,0
site3_550.png_X0_Y256,503,site3_550.png,0,256,0.0485382080078125,0
site3_550.png_X256_Y256,503,site3_550.png,256,256,0.01068115234375,0
site3_551.png_X0_Y0,504,site3_551.png,0,0,0.0,0
site3_551.png_X256_Y0,504,site3_551.png,256,0,0.033203125,0
site3_551.png_X0_Y256,504,site3_551.png,0,256,0.0,0
site3_551.png_X256_Y256,504,site3_551.png,256,256,0.0110931396484375,0
site3_569.png_X0_Y0,519,site3_569.png,0,0,0.0,0
site3_569.png_X256_Y0,519,site3_569.png,256,0,0.0,0
site3_569.png_X0_Y256,519,site3_569.png,0,256,0.0,0
site3_569.png_X256_Y256,519,site3_569.png,256,256,0.0,0
site3_570.png_X0_Y0,520,site3_570.png,0,0,0.0,0
site3_570.png_X256_Y0,520,site3_570.png,256,0,0.0,0
site3_570.png_X0_Y256,520,site3_570.png,0,256,0.010162353515625,0
site3_570.png_X256_Y256,520,site3_570.png,256,256,0.0023193359375,0
site3_571.png_X0_Y0,521,site3_571.png,0,0,0.0365753173828125,0
site3_571.png_X256_Y0,521,site3_571.png,256,0,0.0,0
site3_571.png_X0_Y256,521,site3_571.png,0,256,0.1956787109375,1
site3_571.png_X256_Y256,521,site3_571.png,256,256,0.0,0
site3_572.png_X0_Y0,522,site3_572.png,0,0,0.0,0
site3_572.png_X256_Y0,522,site3_572.png,256,0,0.0,0
site3_572.png_X0_Y256,522,site3_572.png,0,256,0.0055389404296875,0
site3_572.png_X256_Y256,522,site3_572.png,256,256,0.0654449462890625,1
site3_574.png_X0_Y0,524,site3_574.png,0,0,0.0,0
site3_574.png_X256_Y0,524,site3_574.png,256,0,0.0,0
site3_574.png_X0_Y256,524,site3_574.png,0,256,0.0,0
site3_574.png_X256_Y256,524,site3_574.png,256,256,0.0,0
site3_575.png_X0_Y0,525,site3_575.png,0,0,0.0894317626953125,1
site3_575.png_X256_Y0,525,site3_575.png,256,0,0.0,0
site3_575.png_X0_Y256,525,site3_575.png,0,256,0.1314239501953125,1
site3_575.png_X256_Y256,525,site3_575.png,256,256,0.147247314453125,1
site3_576.png_X0_Y0,526,site3_576.png,0,0,0.0,0
site3_576.png_X256_Y0,526,site3_576.png,256,0,0.051605224609375,1
site3_576.png_X0_Y256,526,site3_576.png,0,256,0.0,0
site3_576.png_X256_Y256,526,site3_576.png,256,256,0.0,0
site3_577.png_X0_Y0,527,site3_577.png,0,0,0.0,0
site3_577.png_X256_Y0,527,site3_577.png,256,0,0.0,0
site3_577.png_X0_Y256,527,site3_577.png,0,256,0.00323486328125,0
site3_577.png_X256_Y256,527,site3_577.png,256,256,0.0748748779296875,1
site3_578.png_X0_Y0,528,site3_578.png,0,0,0.0,0
site3_578.png_X256_Y0,528,site3_578.png,256,0,0.0622100830078125,1
site3_578.png_X0_Y256,528,site3_578.png,0,256,0.094940185546875,1
site3_578.png_X256_Y256,528,site3_578.png,256,256,0.10040283203125,1
site3_579.png_X0_Y0,529,site3_579.png,0,0,0.16253662109375,1
site3_579.png_X256_Y0,529,site3_579.png,256,0,0.0,0
site3_579.png_X0_Y256,529,site3_579.png,0,256,0.0661163330078125,1
site3_579.png_X256_Y256,529,site3_579.png,256,256,0.23260498046875,1
site3_582.png_X0_Y0,532,site3_582.png,0,0,0.0,0
site3_582.png_X256_Y0,532,site3_582.png,256,0,0.0,0
site3_582.png_X0_Y256,532,site3_582.png,0,256,0.0,0
site3_582.png_X256_Y256,532,site3_582.png,256,256,0.0,0
site3_583.png_X0_Y0,533,site3_583.png,0,0,0.0,0
site3_583.png_X256_Y0,533,site3_583.png,256,0,0.0,0
site3_583.png_X0_Y256,533,site3_583.png,0,256,0.0350494384765625,0
site3_583.png_X256_Y256,533,site3_583.png,256,256,0.0,0
site3_600.png_X0_Y0,547,site3_600.png,0,0,0.0,0
site3_600.png_X256_Y0,547,site3_600.png,256,0,0.0,0
site3_600.png_X0_Y256,547,site3_600.png,0,256,0.0,0
site3_600.png_X256_Y256,547,site3_600.png,256,256,0.0509796142578125,1
site3_601.png_X0_Y0,548,site3_601.png,0,0,0.37823486328125,1
site3_601.png_X256_Y0,548,site3_601.png,256,0,0.2696075439453125,1
site3_601.png_X0_Y256,548,site3_601.png,0,256,0.0682830810546875,1
site3_601.png_X256_Y256,548,site3_601.png,256,256,0.0473480224609375,0
site3_602.png_X0_Y0,549,site3_602.png,0,0,0.0908966064453125,1
site3_602.png_X256_Y0,549,site3_602.png,256,0,0.265380859375,1
site3_602.png_X0_Y256,549,site3_602.png,0,256,0.0,0
site3_602.png_X256_Y256,549,site3_602.png,256,256,0.0,0
site3_603.png_X0_Y0,550,site3_603.png,0,0,0.162017822265625,1
site3_603.png_X256_Y0,550,site3_603.png,256,0,0.0,0
site3_603.png_X0_Y256,550,site3_603.png,0,256,0.0,0
site3_603.png_X256_Y256,550,site3_603.png,256,256,0.0,0
site3_604.png_X0_Y0,551,site3_604.png,0,0,0.0,0
site3_604.png_X256_Y0,551,site3_604.png,256,0,0.0633087158203125,1
site3_604.png_X0_Y256,551,site3_604.png,0,256,0.0,0
site3_604.png_X256_Y256,551,site3_604.png,256,256,0.0,0
site3_608.png_X0_Y0,555,site3_608.png,0,0,0.0,0
site3_608.png_X256_Y0,555,site3_608.png,256,0,0.0,0
site3_608.png_X0_Y256,555,site3_608.png,0,256,0.0330657958984375,0
site3_608.png_X256_Y256,555,site3_608.png,256,256,0.068878173828125,1
site3_609.png_X0_Y0,556,site3_609.png,0,0,0.0,0
site3_609.png_X256_Y0,556,site3_609.png,256,0,0.0,0
site3_609.png_X0_Y256,556,site3_609.png,0,256,0.0842132568359375,1
site3_609.png_X256_Y256,556,site3_609.png,256,256,0.00579833984375,0
site3_610.png_X0_Y0,557,site3_610.png,0,0,0.0,0
site3_610.png_X256_Y0,557,site3_610.png,256,0,0.0748291015625,1
site3_610.png_X0_Y256,557,site3_610.png,0,256,0.0,0
site3_610.png_X256_Y256,557,site3_610.png,256,256,0.06793212890625,1
site3_611.png_X0_Y0,558,site3_611.png,0,0,0.0,0
site3_611.png_X256_Y0,558,site3_611.png,256,0,0.0,0
site3_611.png_X0_Y256,558,site3_611.png,0,256,0.0847320556640625,1
site3_611.png_X256_Y256,558,site3_611.png,256,256,0.0,0
site3_632.png_X0_Y0,574,site3_632.png,0,0,0.0,0
site3_632.png_X256_Y0,574,site3_632.png,256,0,0.0,0
site3_632.png_X0_Y256,574,site3_632.png,0,256,0.0,0
site3_632.png_X256_Y256,574,site3_632.png,256,256,0.0,0
site3_635.png_X0_Y0,577,site3_635.png,0,0,0.0,0
site3_635.png_X256_Y0,577,site3_635.png,256,0,0.0034942626953125,0
site3_635.png_X0_Y256,577,site3_635.png,0,256,0.0,0
site3_635.png_X256_Y256,577,site3_635.png,256,256,0.0734405517578125,1
site3_638.png_X0_Y0,580,site3_638.png,0,0,0.0,0
site3_638.png_X256_Y0,580,site3_638.png,256,0,0.0,0
site3_638.png_X0_Y256,580,site3_638.png,0,256,0.0,0
site3_638.png_X256_Y256,580,site3_638.png,256,256,0.0,0
site3_639.png_X0_Y0,581,site3_639.png,0,0,0.0,0
site3_639.png_X256_Y0,581,site3_639.png,256,0,0.0,0
site3_639.png_X0_Y256,581,site3_639.png,0,256,0.107666015625,1
site3_639.png_X256_Y256,581,site3_639.png,256,256,0.0007781982421875,0
site3_640.png_X0_Y0,582,site3_640.png,0,0,0.05426025390625,1
site3_640.png_X256_Y0,582,site3_640.png,256,0,0.0429534912109375,0
site3_640.png_X0_Y256,582,site3_640.png,0,256,0.0,0
site3_640.png_X256_Y256,582,site3_640.png,256,256,0.0,0
site3_641.png_X0_Y0,583,site3_641.png,0,0,0.0,0
site3_641.png_X256_Y0,583,site3_641.png,256,0,0.0,0
site3_641.png_X0_Y256,583,site3_641.png,0,256,0.0,0
site3_641.png_X256_Y256,583,site3_641.png,256,256,0.0,0
site3_642.png_X0_Y0,584,site3_642.png,0,0,0.0779876708984375,1
site3_642.png_X256_Y0,584,site3_642.png,256,0,0.0,0
site3_642.png_X0_Y256,584,site3_642.png,0,256,0.0,0
site3_642.png_X256_Y256,584,site3_642.png,256,256,0.0,0
site3_643.png_X0_Y0,585,site3_643.png,0,0,0.0,0
